"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.022318,0,0,0.015446,0.169369,1.479029
1966,"NaN",0,"NaN",0,0.021036,0,0,0.016165,0.186991,1.474675
1967,"NaN",0,"NaN",0,0.018959,0,0,0.019417,0.208077,1.426108
1968,"NaN",0,"NaN",0,0.014672,0,0,0.023944,0.229825,1.476224
1969,"NaN",0,"NaN",0,0.011977,0,0,0.026258,0.246575,1.534337
1970,"NaN",0,"NaN",0,0.017103,0,0,0.028845,0.296383,1.553303
1971,"NaN",0,"NaN",0,0.012080,0,0,0.035838,0.326303,1.618324
1972,"NaN",0,"NaN",0,0.012640,0,0,0.038918,0.357016,1.595255
1973,"NaN",0,"NaN",0,0.010810,0,0,0.042741,0.401380,1.560965
1974,"NaN",0,"NaN",0,0.018190,0,0,0.052111,0.411556,1.555187
1975,"NaN",0,"NaN",0,0.018140,0,0,0.059659,0.454121,1.588388
1976,"NaN",0,"NaN",0,0.014460,0,0,0.065867,0.479993,1.619371
1977,"NaN",0,"NaN",0,0.019670,0,0,0.074855,0.502169,1.654372
1978,"NaN",0,"NaN",0,0.018300,0,0,0.083876,0.519672,1.660820
1979,"NaN",0,"NaN",0,0.022930,0,0,0.094107,0.528155,1.661322
1980,"NaN",0,"NaN",0,0.023990,0,0,0.108401,0.491204,1.609866
1981,"NaN",0,"NaN",0,0.020610,0,0,0.108747,0.484389,1.603335
1982,"NaN",0,"NaN",0,0.016700,0,0,0.115192,0.443677,1.615770
1983,"NaN",0,"NaN",0.002000,0.016550,0,0,0.135150,0.434423,1.606685
1984,"NaN",0,"NaN",0.012390,0.012980,0,0,0.143857,0.461802,1.636955
1985,"NaN",0,"NaN",0.023970,0.016710,0,0,0.176629,0.453124,1.601409
1986,"NaN",0,"NaN",0.061490,0.018760,0,0,0.186646,0.435198,1.594166
1987,"NaN",0,"NaN",0.107010,0.024650,0,0,0.203602,0.436947,1.575618
1988,"NaN",0,"NaN",0.118160,0.020990,0,0,0.204898,0.419983,1.594082
1989,"NaN",0,"NaN",0.124180,0.016430,0,0,0.211456,0.401100,1.532704
1990,0.043578,0,"NaN",0.125850,0.011610,0,0,0.219711,0.362252,1.245400
1991,0.043989,0,"NaN",0.121320,0.010890,0,0,0.212003,0.303087,1.140889
1992,0.064919,0,"NaN",0.122500,0.014020,0,0,0.242822,0.290452,1.065321
1993,0.063693,0.002210,"NaN",0.126270,0.013690,0,0,0.248154,0.294061,1.036368
1994,0.060728,0.003090,"NaN",0.129770,0.014600,0,0,0.242387,0.304102,0.980880
1995,0.052070,0.004050,"NaN",0.122300,0.020020,0,0,0.274303,0.342703,0.981806
1996,0.051808,0.002920,"NaN",0.128500,0.019690,0,0,0.315673,0.358721,0.979627
1997,0.057894,0.004940,"NaN",0.124940,0.016990,0,0,0.321080,0.342084,0.920450
1998,0.060084,0.005870,"NaN",0.131780,0.013960,0,0,0.321769,0.353108,0.853208
1999,0.062388,0.006830,"NaN",0.133570,0.016810,0,0,0.323498,0.351503,0.777399
2000,0.058679,0.005170,"NaN",0.135900,0.017580,0,0,0.314016,0.339945,0.888181
2001,0.063562,0.005107,"NaN",0.146535,0.020407,0,0.000002,0.336290,0.359711,0.871669
2002,0.070180,0.004876,"NaN",0.184964,0.024598,0,0.000016,0.324981,0.348303,0.855470
2003,0.069057,0.004806,"NaN",0.253744,0.013564,0,0.000038,0.328337,0.372713,0.869479
2004,0.075597,0.005660,"NaN",0.256540,0.019677,0.000001,0.000096,0.326064,0.410706,0.870798
2005,0.078530,0.006278,"NaN",0.239451,0.023046,0.000001,0.000206,0.322528,0.428966,0.841309
2006,0.082412,0.008779,"NaN",0.250636,0.024545,0.000002,0.000475,0.317926,0.423037,0.871111
2007,0.087733,0.011354,"NaN",0.250271,0.019884,0.000017,0.001196,0.303068,0.420092,0.869453
2008,0.092524,0.013842,"NaN",0.252317,0.019237,0.000123,0.002325,0.300342,0.422035,0.824579
2009,0.100495,0.017586,"NaN",0.256963,0.022946,0.000839,0.002721,0.284881,0.407444,0.761674
2010,0.107525,0.020146,"NaN",0.262711,0.026183,0.005779,0.003149,0.337856,0.384744,0.786172
2011,0.114648,0.025239,"NaN",0.263856,0.019910,0.019759,0.003702,0.285086,0.389815,0.773959
2012,0.125421,0.031170,"NaN",0.281188,0.020692,0.020151,0.003870,0.287051,0.384969,0.742137
2013,0.138331,0.036826,"NaN",0.283375,0.026327,0.019081,0.004408,0.290832,0.367339,0.707416
2014,0.144593,0.042703,"NaN",0.277827,0.017491,0.019449,0.004366,0.258833,0.388716,0.685569
2015,0.149342,0.043639,"NaN",0.244443,0.016345,0.020617,0.005215,0.271420,0.377556,0.683500
2016,0.150407,0.043153,"NaN",0.218221,0.018111,0.019292,0.004499,0.293759,0.354501,0.688346
2017,0.153298,0.044681,"NaN",0.255056,0.016826,0.019740,0.005319,0.301492,0.415066,0.652791
2018,0.153749,0.043182,"NaN",0.267717,0.014561,0.020934,0.005452,0.287382,0.418010,0.648715
2019,0.164122,0.044845,"NaN",0.269626,0.017900,0.020377,0.006240,0.299698,0.423373,0.602049
2020,0.169027,0.045223,"NaN",0.266834,0.019027,0.019834,0.006209,0.304646,0.371161,0.489077
