"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,11.853234,26.726677,12.919828,8.601547,3.561946,0.601955
2001,11.821995,27.096188,13.367810,8.833465,3.732987,0.664725
2002,11.886843,26.909169,13.463924,8.909265,3.123041,0.814106
2003,12.291792,27.013093,14.190977,8.899713,3.001362,0.960291
2004,12.079479,27.173608,14.573025,9.052029,3.167180,1.204989
2005,11.678768,27.254181,15.072811,8.876340,2.976935,1.436815
2006,11.995758,27.269118,15.025258,8.802502,2.992583,1.695415
2007,12.105071,26.680545,14.778115,8.343394,2.955193,2.053609
2008,11.225390,26.414998,15.073476,8.412755,3.109751,2.378622
2009,9.959577,24.906097,14.159785,7.793342,3.117955,2.681374
2010,10.443178,24.674376,15.221153,8.018184,3.499964,3.109436
2011,10.750870,23.921097,14.005581,7.818227,2.865366,3.654193
2012,10.704445,22.950952,13.758299,7.531292,3.068875,4.249935
2013,10.499280,22.378262,13.482232,7.433307,3.380216,4.551865
2014,10.001703,21.924561,11.929602,7.446675,3.379927,4.814070
2015,9.987215,22.279682,12.481686,7.167663,3.038667,5.299406
2016,9.584743,22.705733,13.253823,6.954659,3.102296,5.324038
2017,9.439584,23.085459,13.854094,6.837194,2.621611,5.838649
2018,9.033050,23.133534,13.595722,6.819525,3.067631,6.001197
2019,7.316878,23.051496,14.067800,6.824110,2.827028,6.510070
2020,5.910405,19.930526,13.661018,6.109914,3.037610,6.964621
