"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.182035,0,0,0.182213,2.604614,0.053866
1966,"NaN",0,"NaN",0,0.230353,0,0,0.180882,2.441262,0.064209
1967,"NaN",0,"NaN",0,0.251725,0,0,0.215031,2.292058,0.043899
1968,"NaN",0,"NaN",0,0.302671,0,0,0.212629,2.359604,0.031946
1969,"NaN",0,"NaN",0,0.308049,0,0,0.390057,2.458896,0.037463
1970,"NaN",0,"NaN",0,0.364584,0,0,0.394388,2.539991,0.031731
1971,9.354985,0,"NaN",0,0.116971,0,0,0.388400,2.563602,0.035517
1972,9.211541,0,"NaN",0,0.101887,0,0,0.371085,2.700616,0.034597
1973,9.074677,0,"NaN",0,0.125252,0,0,0.235363,3.141299,0.022586
1974,8.872809,0,"NaN",0,0.135264,0,0,0.323182,3.198744,0.023986
1975,8.847915,0,"NaN",0,0.138317,0,0,0.651498,3.577070,0.029796
1976,8.781234,0,"NaN",0,0.079173,0,0,0.640972,3.759345,0.029065
1977,8.737580,0,"NaN",0,0.128450,0,0,1.330875,4.325879,0.030499
1978,8.709408,0,"NaN",0,0.089569,0,0,1.501910,4.660686,0.039599
1979,8.653783,0,"NaN",0,0.097282,0,0,1.892846,4.963884,0.058146
1980,8.593337,0,"NaN",0,0.086021,0,0,1.742150,5.424943,0.071840
1981,8.568445,0,"NaN",0,0.083739,0,0,1.699442,5.916439,0.074894
1982,8.544786,0,"NaN",0,0.089264,0,0,1.577812,6.008589,0.069117
1983,8.511768,0,"NaN",0,0.131176,0,0,2.069708,5.759987,0.067568
1984,8.475406,0,"NaN",0,0.140087,0,0,2.364011,5.933344,0.069208
1985,8.431121,0,"NaN",0,0.167687,0,0,2.737469,5.720259,0.228395
1986,8.382604,0,"NaN",0,0.264575,0,0,2.892830,6.101510,0.359563
1987,8.350669,0,"NaN",0,0.266910,0,0,2.934645,6.217866,0.552785
1988,8.351519,0,"NaN",0,0.287679,0,0,3.057252,6.416058,0.566612
1989,8.333085,0,"NaN",0,0.352393,0,0,3.360605,6.670303,0.834968
1990,10.044583,0.062146,0,0,0.357881,0,0,3.407846,7.521866,0.789559
1991,10.069781,0.056961,0,0,0.401381,0,0,3.855383,7.841836,0.785292
1992,10.073549,0.057832,0,0,0.513769,0,0,4.134154,8.317397,0.942492
1993,10.079142,0.057216,0,0,0.465865,0,0,4.313769,8.597905,1.080781
1994,10.064364,0.082711,0,0,0.411667,0,0,5.027877,8.686234,1.064064
1995,10.019283,0.112349,0,0,0.421112,0,0,5.220544,9.113738,1.153070
1996,9.939469,0.117201,0,0,0.441437,0,0,5.354138,9.567595,1.354069
1997,9.967255,0.134518,0,0,0.289194,0,0,5.504267,10.443691,1.645860
1998,9.891102,0.159752,0,0,0.503756,0,0,5.232054,9.813950,1.741371
1999,9.788818,0.188899,0,0,0.497556,0,0,5.606985,10.124304,2.363540
2000,9.897268,0.230358,0,0,0.473539,0,0,5.617531,11.128609,2.605266
2001,9.746188,0.279601,0,0,0.540011,0,0,5.730821,11.343701,3.262616
2002,9.641094,0.283530,0.011147,0,0.451092,0,0,6.145278,11.364953,3.320060
2003,9.548990,0.280547,0.013088,0,0.405067,0,0,6.464063,11.349529,4.397052
2004,9.419579,0.290918,0.012951,0,0.422218,0,0,5.836821,11.954510,3.985822
2005,9.248499,0.283074,0.016289,0,0.458952,0,0,5.789789,11.694294,4.507235
2006,9.308735,0.280054,0.014301,0,0.403800,0,0,5.826004,11.000665,5.269932
2007,9.210767,0.289664,0.018435,0,0.464433,0,0.000001,5.366832,11.513570,6.524790
2008,9.100587,0.336449,0.018039,0,0.465258,0.000004,0.000011,6.068757,11.362555,5.601351
2009,8.513985,0.369138,0.032372,0,0.450565,0.000004,0.000145,6.351628,11.433071,5.819066
2010,7.940758,0.365016,0.044273,0,0.677542,0.000020,0.000141,6.557026,11.987741,6.833581
2011,7.459379,0.360811,0.060816,0,0.472671,0.000029,0.000179,6.276354,12.897505,8.005758
2012,6.981731,0.356452,0.102010,0,0.477689,0.000112,0.000172,6.226415,13.384558,8.932413
2013,6.604150,0.347940,0.146766,0,0.619427,0.000201,0.000004,6.362842,13.070584,9.477585
2014,6.254902,0.364814,0.246934,0,0.544444,0.000245,0,6.214546,12.723198,7.402798
2015,5.918418,0.362605,0.129458,0,0.484308,0.000186,0.000130,6.375026,11.809576,8.287379
2016,5.561944,0.379046,0.389806,0,0.646463,0.000730,0.000197,6.142873,11.327746,8.539146
2017,5.331694,0.444100,0.331031,0,0.633633,0.000988,0,5.878506,11.903203,9.043236
2018,4.740264,0.479006,0.471359,0,0.562485,0.000668,0.006284,5.988814,12.033436,10.604510
2019,4.144948,0.472556,0.788656,0,0.545024,0.001779,0.015877,5.842501,11.693222,12.615825
2020,3.881584,0.515716,0.802119,0,0.631706,0.015349,0.015349,5.465779,8.560116,11.903228
