"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.196330,0.357324,0.055584,0,0.145510,0
2001,0.214557,0.387385,0.069480,0,0.180918,0
2002,0.245012,0.425473,0.083376,0,0.179632,0
2003,0.285254,0.453731,0.082438,0,0.186209,0
2004,0.373838,0.540730,0.144518,0,0.173640,0
2005,0.391465,0.529128,0.223726,0,0.160117,0.000484
2006,0.239815,0.519375,0.243180,0,0.189672,0.000625
2007,0.262513,0.578943,0.245959,0,0.214554,0.000755
2008,0.497741,0.612268,0.260515,0,0.246929,0.000539
2009,0.467037,0.617594,0.278267,0,0.283116,0.000695
2010,0.609326,0.668223,0.326625,0,0.267744,0.000954
2011,0.726157,0.726674,0.294595,0,0.383206,0.000957
2012,0.673999,0.742126,0.324993,0,0.494286,0.000961
2013,0.719894,0.756384,0.338750,0,0.532916,0.001224
2014,0.869821,0.779192,0.354695,0,0.569535,0.001233
2015,1.098444,0.870063,0.370328,0,0.520663,0.002307
2016,1.188646,0.930773,0.368591,0,0.597945,0.002575
2017,1.187695,0.974318,0.342745,0,0.798859,0.003187
2018,1.582250,1.037096,0.347747,0,0.755921,0.004475
2019,2.067279,1.103961,0.354695,0,0.603704,0.036710
2020,2.101594,0.977265,0.313654,0,0.612521,0.083966
