"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,3.998172,11.406087,2.723941,3.191216,0.844680,0.165641
2001,4.093757,11.065242,2.798222,3.184566,0.810075,0.166715
2002,4.348469,10.989565,2.737657,3.102034,0.795600,0.178141
2003,4.468534,11.248840,3.005936,2.256531,0.906937,0.192843
2004,4.586769,10.953816,2.901746,2.785824,0.893315,0.202360
2005,4.805331,10.784648,2.978207,2.837648,0.751070,0.244278
2006,4.723711,10.398311,3.187812,2.928079,0.854558,0.247076
2007,4.958653,10.076311,3.434042,2.668020,0.712499,0.260935
2008,5.093211,9.702476,3.567582,2.392351,0.714295,0.255374
2009,4.273011,8.695479,3.329209,2.593922,0.665514,0.253615
2010,4.869844,8.782135,3.597722,2.744190,0.830731,0.285513
2011,4.617539,8.783283,4.032909,1.519992,0.769541,0.297486
2012,4.875117,9.369878,4.435743,0.166829,0.714927,0.325687
2013,5.073977,8.950824,4.447328,0.134593,0.731189,0.389220
2014,4.988648,8.500042,4.491076,0,0.748588,0.489254
2015,5.032731,8.160830,4.273835,0.041204,0.781075,0.635143
2016,5.023388,7.937387,4.191028,0.160047,0.719063,0.670519
2017,5.097468,7.821398,4.211513,0.261661,0.713622,0.804254
2018,4.991750,7.581225,4.165494,0.439372,0.725692,0.900828
2019,4.905338,7.321669,3.892362,0.585105,0.656459,1.008444
2020,4.574389,6.494135,3.759075,0.381906,0.688668,1.131943
