"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.876548,2.965020,0.637070,0.622060,0.295700,0.065351
2001,0.802526,3.089349,0.686500,0.632943,0.407606,0.086552
2002,0.904265,3.114872,0.784924,0.622029,0.226243,0.123805
2003,0.842761,3.188576,0.893834,0.606851,0.402645,0.158007
2004,0.881280,3.263785,1.053687,0.619855,0.308690,0.193323
2005,0.858838,3.291919,1.249270,0.557181,0.173064,0.241736
2006,0.749772,3.313754,1.307425,0.578571,0.249130,0.259029
2007,0.838909,3.338269,1.330462,0.526922,0.260416,0.302552
2008,0.565385,3.222596,1.461318,0.560427,0.223627,0.376847
2009,0.394815,3.023513,1.307078,0.498301,0.248885,0.460175
2010,0.288764,2.942352,1.303073,0.578334,0.394568,0.571823
2011,0.535534,2.807990,1.211259,0.538588,0.285438,0.590131
2012,0.648619,2.624644,1.196122,0.569995,0.190508,0.703737
2013,0.477170,2.467006,1.091811,0.522885,0.338995,0.721631
2014,0.487302,2.460566,0.990860,0.525010,0.358854,0.691509
2015,0.573023,2.543483,1.027576,0.521885,0.256275,0.668995
2016,0.439452,2.628762,1.048377,0.530692,0.329408,0.664199
2017,0.563075,2.642350,1.141636,0.523008,0.164898,0.680359
2018,0.462743,2.693005,1.133901,0.498959,0.307199,0.694946
2019,0.156667,2.695423,1.295081,0.519505,0.200449,0.728326
2020,0.072796,2.205669,1.166883,0.516971,0.244206,0.765733
