"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.551050,2.353855,1.188185,0,0.100160,0.048724
2001,0.699594,2.432401,1.228845,0,0.115793,0.059954
2002,0.721641,2.470261,1.335724,0,0.098048,0.064050
2003,0.968712,2.500409,1.424094,0,0.089240,0.064690
2004,0.889977,2.669271,1.303279,0,0.094275,0.067849
2005,1.019940,2.646296,1.310168,0,0.103856,0.067743
2006,1.208492,2.522653,1.336009,0,0.092599,0.067501
2007,1.516193,2.675457,1.247113,0,0.107922,0.071594
2008,1.318949,2.675538,1.429009,0,0.109554,0.083475
2009,1.388549,2.728166,1.515629,0,0.107514,0.095844
2010,1.652594,2.899046,1.585713,0,0.163853,0.099019
2011,1.962339,3.161385,1.538435,0,0.115859,0.103398
2012,2.219274,3.325417,1.546964,0,0.118683,0.113976
2013,2.386506,3.291243,1.602197,0,0.155975,0.124621
2014,1.888662,3.246045,1.585505,0,0.138903,0.156136
2015,2.141320,3.051397,1.647200,0,0.125137,0.127223
2016,2.233468,2.962844,1.606708,0,0.169087,0.201340
2017,2.393301,3.150194,1.555752,0,0.167692,0.205401
2018,2.838515,3.220996,1.603029,0,0.150561,0.256245
2019,3.414165,3.164485,1.581130,0,0.147497,0.346094
2020,3.255814,2.341394,1.495020,0,0.172787,0.368855
