"Year","Coal","Oil","Gas","Cement","Flaring"
2000,65.576233,238.851297,84.028953,8.394560,4.212923
2001,56.032130,248.920397,88.273547,8.481615,4.174519
2002,58.493076,242.823445,87.620201,8.465161,3.929631
2003,59.117209,244.720206,91.184641,8.379655,3.891314
2004,58.170600,244.826958,92.597946,8.870175,3.917882
2005,61.991638,241.966539,94.210809,8.906103,3.920251
2006,59.437386,236.611322,91.783513,9.094753,4.218683
2007,61.338913,226.955061,88.789999,9.251232,4.514687
2008,56.140320,222.322240,91.649930,8.660067,4.789598
2009,45.182161,217.443966,90.130705,7.473048,4.505856
2010,49.075034,215.869755,95.812157,7.675877,4.108083
2011,41.908989,208.338167,87.516186,7.834652,3.876922
2012,46.529810,204.318338,90.326245,7.290854,3.306585
2013,49.316531,202.677683,91.071172,7.099050,3.050419
2014,39.107119,196.893233,75.915497,6.765392,2.957106
2015,37.617819,198.024714,80.971752,6.407209,2.857149
2016,35.683369,196.115158,88.659782,6.436977,2.867787
2017,39.679655,195.622110,88.818088,6.291369,2.816192
2018,34.867463,189.587462,84.468421,6.496020,2.905693
2019,29.115494,187.708707,86.039352,6.585462,2.503758
2020,21.254257,161.334743,80.911084,6.585462,2.529493
