"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.175877,1.859027,0.243626,0.385028,0.045600,0.010596
2001,1.235686,1.924656,0.262418,0.352560,0.050572,0.013685
2002,1.341820,1.947421,0.293499,0.390426,0.027430,0.017347
2003,1.389636,2.015248,0.302931,0.381437,0.029762,0.018973
2004,1.484566,2.114661,0.368511,0.384839,0.031281,0.019330
2005,1.511793,2.116885,0.371523,0.387071,0.039425,0.019567
2006,1.586918,2.116497,0.398515,0.383660,0.039341,0.021162
2007,1.662057,2.190468,0.422816,0.387656,0.042243,0.026466
2008,1.591617,2.066883,0.459575,0.387982,0.040912,0.024889
2009,1.517429,2.033910,0.448804,0.392616,0.035400,0.026439
2010,1.628305,2.120204,0.557272,0.390748,0.039368,0.029924
2011,1.687946,1.958885,0.613438,0.392916,0.037315,0.034946
2012,1.649262,1.943017,0.643868,0.374820,0.052572,0.035505
2013,1.683202,1.993153,0.645765,0.383784,0.049982,0.039302
2014,1.701467,2.055412,0.679254,0.388354,0.039559,0.038581
2015,1.650412,2.108073,0.726493,0.332148,0.040710,0.041125
2016,1.641377,2.118116,0.754755,0.286638,0.059408,0.042165
2017,1.695819,2.092494,0.836822,0.202010,0.049021,0.048979
2018,1.704828,2.088123,0.851837,0.247685,0.040098,0.058652
2019,1.670971,1.984089,0.837354,0.288143,0.049428,0.071742
2020,1.634245,1.889315,0.895841,0.279241,0.026840,0.093064
