"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.084908,0.803096,0.646290,0.009458,0.175583,0.009267
2001,0.088132,0.787399,0.682362,0.020724,0.181731,0.008664
2002,0.098808,0.767506,0.739777,0.018715,0.201542,0.009484
2003,0.125028,0.681261,0.919814,0.018681,0.241245,0.010211
2004,0.139783,0.688885,1.104357,0.023535,0.255481,0.010490
2005,0.155118,0.654821,1.173967,0.024576,0.297281,0
2006,0.165986,0.752175,1.199501,0.024374,0.291093,0
2007,0.227319,0.818336,1.216809,0.022165,0.302928,0.000002
2008,0.250740,0.830555,1.245874,0.016601,0.259806,0.000015
2009,0.206193,0.886216,1.249260,0.024025,0.271488,0.000050
2010,0.193759,0.877968,1.272542,0.023860,0.279811,0.000126
2011,0.166982,0.883914,1.272227,0.036769,0.285424,0.000250
2012,0.169254,0.856555,1.317500,0.025177,0.099650,0.000786
2013,0.134139,0.938922,1.281086,0.039289,0.290201,0.002729
2014,0.197970,0.971015,1.259521,0.042785,0.296621,0.005051
2015,0.194746,1.058258,1.315230,0.039207,0.298527,0.009526
2016,0.223621,1.183855,1.391424,0.047894,0.313040,0.020859
2017,0.299222,1.222176,1.466625,0.073053,0.271837,0.037373
2018,0.495790,1.018994,1.569154,0.082749,0.263767,0.048384
2019,0.558268,0.902414,1.600625,0.081857,0.323626,0.048044
2020,0.621524,0.882677,1.484382,0.082995,0.357819,0.044800
