"Year","Coal","Oil","Gas","Cement","Flaring"
2000,144.183036,199.054113,208.900139,6.331884,5.874065
2001,153.356573,199.793649,208.116262,5.843838,6.106091
2002,141.540004,196.903783,206.736598,5.988265,5.790999
2003,152.886163,195.636471,207.548236,5.867549,5.491015
2004,147.311129,199.206268,210.678083,5.976630,5.465777
2005,147.746958,201.613003,204.383750,5.941163,6.012779
2006,160.621809,198.158709,193.453029,5.892780,5.141562
2007,150.612373,197.196812,195.643728,6.117015,5.329850
2008,139.043665,189.943182,201.548992,5.204877,4.626934
2009,113.713208,181.601227,186.768131,3.721209,4.820367
2010,117.873813,180.855014,200.985564,3.792010,4.694759
2011,117.027901,172.926931,167.433330,4.096816,4.396547
2012,147.924703,171.058068,157.603571,3.723954,3.719649
2013,142.361992,166.442332,157.031600,4.029110,4.124080
2014,115.343739,167.151469,143.882841,4.214814,4.344009
2015,91.468542,171.463855,147.230038,4.393361,4.606408
2016,47.755789,174.919515,164.809212,4.553321,4.524648
2017,39.062347,175.865304,160.881223,4.409790,4.490403
2018,32.894083,174.563654,162.477395,4.363948,4.571713
2019,24.508210,171.502229,161.027820,4.448499,4.337454
2020,22.646478,137.846176,156.825264,4.448499,4.504403
