"Year","Coal","Oil","Gas","Cement"
1959,86.508616,3.412231,1.396881,1.554771
1960,91.588361,4.435928,1.356209,1.672119
1961,98.613499,5.796252,1.324860,1.770141
1962,104.243203,7.310117,1.118962,1.891778
1963,109.766258,7.967967,1.045137,1.712977
1964,112.623294,9.970137,0.988497,1.819989
1965,108.870589,10.542786,0.891847,1.894418
1966,107.396515,11.099498,0.990571,2.035842
1967,104.533617,13.378130,1.216191,2.150577
1968,109.100435,14.135833,1.479042,2.164646
1969,113.731653,16.882143,1.828477,2.251320
1970,128.569706,21.375181,1.996931,2.477881
1971,132.286466,24.748134,2.312823,0
1972,130.988996,27.293628,2.542492,0
1973,127.810720,30.829232,2.764400,0
1974,127.417081,32.330200,3.397388,0
1975,131.181682,35.776915,3.787252,0
1976,134.840306,38.317369,4.294388,0
1977,136.720111,40.659179,5.431256,0
1978,139.999735,38.298835,6.095453,0
1979,134.535610,38.298800,6.679926,0
1980,136.633483,36.472497,8.486384,0
1981,136.646040,35.571375,7.378235,0
1982,136.682546,33.372149,7.882056,0
1983,138.050267,32.276996,7.844719,0
1984,141.063062,34.482533,8.756024,0
1985,138.659762,34.407032,8.788308,0
1986,140.921736,32.400552,9.826303,0
1987,138.666170,32.369577,9.931984,0
1988,137.604637,30.272244,9.966838,0
1989,131.211702,27.256321,11.154782,0
1990,123.279809,22.629902,12.564474,2.489184
1991,112.693527,19.824628,12.294275,2.308925
1992,105.753778,21.218031,13.633615,2.468417
1993,100.747181,20.403599,13.805760,2.194553
1994,94.876554,19.819863,13.951893,2.208383
1995,94.803229,17.677495,15.627164,2.005014
1996,95.166880,18.038468,18.038525,2.116492
1997,90.827051,17.592640,18.432013,2.083359
1998,83.588946,19.269353,18.420516,2.067652
1999,75.689070,18.498853,18.471410,1.962910
2000,86.838122,18.088877,18.131405,1.936861
2001,84.826971,19.140922,19.296907,1.628836
2002,82.689035,19.217258,18.535952,1.403479
2003,83.938878,20.938622,18.968429,1.484852
2004,83.362450,21.970129,19.115005,1.626764
2005,80.627544,22.571715,18.755326,1.624534
2006,81.842771,22.378602,18.412391,1.748455
2007,83.596394,23.044105,17.456308,2.043081
2008,78.643463,22.988847,17.294388,1.996149
2009,73.360959,22.165364,16.312954,1.566075
2010,74.688764,21.149381,18.393655,1.469000
2011,73.726779,20.925019,16.821749,1.664531
2012,70.731809,20.466676,16.621587,1.517150
2013,67.317715,19.648031,16.822392,1.331788
2014,65.366947,20.703275,15.105991,1.482727
2015,64.742869,21.267718,15.908675,1.558164
2016,65.231235,21.290908,17.008451,1.697599
2017,64.726829,22.037024,17.713109,1.728266
2018,64.034639,22.119541,16.641034,1.867543
2019,57.663943,22.427077,17.360963,1.977237
2020,46.843521,20.123272,17.647551,1.977237
