"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0.517829,"NaN",0.679216,8.250051,0,0,5.137448,42.545947,6.988633
1966,"NaN",0.643646,"NaN",0.741989,8.397558,0,0,5.567829,46.566205,7.215133
1967,"NaN",0.662744,"NaN",0.601143,8.074992,0,0,6.038730,51.175569,7.850826
1968,"NaN",0.685109,"NaN",0.487929,8.083604,0,0,7.043469,56.041336,7.551296
1969,"NaN",0.717154,"NaN",0.315871,7.744583,0,0,7.681038,61.311245,7.698638
1970,0.237579,0.790000,"NaN",0.593434,7.543680,0,0,8.230114,68.884231,7.721321
1971,0.169052,0.781052,"NaN",0.624433,7.251775,0,0,8.443877,73.576121,7.408048
1972,0.190753,0.701638,"NaN",0.668279,7.620523,0,0,9.617003,76.715858,6.846727
1973,0.186876,0.703964,"NaN",0.575255,6.869924,0,0,10.732477,80.214775,6.901188
1974,0.925765,0.772411,"NaN",0.620476,6.877096,0,0,11.996240,77.562807,7.468893
1975,0.840763,0.721248,"NaN",0.687593,7.422562,0,0,13.746682,72.440880,7.447034
1976,0.785751,0.686377,"NaN",0.685477,7.053915,0,0,16.562992,75.328649,7.347901
1977,0.698449,0.668724,"NaN",0.606871,9.168330,0,0,16.842386,72.937867,7.194694
1978,0.612888,0.680670,"NaN",0.790870,8.124992,0,0,16.530708,76.301308,7.290952
1979,0.643545,0.680873,"NaN",0.467800,8.178846,0,0,16.926286,78.561218,7.974452
1980,0.681037,0.702759,"NaN",0.391841,8.029197,0,0,16.748898,74.357070,9.327719
1981,0.731911,0.613923,"NaN",0.479069,7.615899,0,0,16.195164,72.549515,9.533123
1982,0.694644,0.621592,"NaN",1.201168,7.319463,0,0,16.099004,68.721197,10.632406
1983,0.711315,0.597725,"NaN",1.018757,7.301122,0,0,16.519862,66.807970,9.930560
1984,0.744771,0.610589,"NaN",1.211154,7.456676,0,0,19.428244,63.632028,11.243213
1985,0.646577,0.564135,"NaN",1.233649,7.217128,0,0,19.720870,63.220709,11.086016
1986,0.796681,0.614384,"NaN",1.536925,7.211858,0,0,20.833863,64.681589,10.888015
1987,0.745653,0.647807,"NaN",0.030522,6.929761,0,0,23.100336,67.417491,10.803415
1988,0.778261,0.664174,"NaN",0,7.133865,0,0,25.056123,68.611259,10.124419
1989,0.637591,0.560595,"NaN",0,5.971905,0.000354,0.000351,27.098680,70.582635,10.561577
1990,0.570009,0.573374,0,0,5.543730,0.000701,0.000336,28.665863,71.152324,10.744112
1991,0.686343,0.576652,0,0,7.398913,0.000876,0.000504,30.431820,71.543457,10.198394
1992,0.802831,0.622273,0,0,7.384684,0.001575,0.000336,30.121183,72.471574,8.936853
1993,0.760853,0.661391,0,0,7.242435,0.001923,0.000671,30.706717,70.479629,7.808898
1994,0.917999,0.622929,0,0,7.805494,0.001923,0.001174,29.664230,70.228658,8.242963
1995,0.947802,0.639097,0,0,6.608201,0.002274,0.001511,32.698208,72.658963,8.872252
1996,0.940187,0.725310,0,0,7.366483,0.002453,0.005549,33.798593,71.543460,8.179535
1997,1.094921,0.785538,0,0,7.311132,0.002636,0.020737,35.194094,72.447013,8.322557
1998,1.204118,0.882756,0,0,7.264363,0.002820,0.040886,37.999597,72.450670,8.664080
1999,1.350828,0.976072,0,0,8.007147,0.003001,0.071131,41.365758,71.962702,8.665786
2000,1.471843,1.075810,0,0,7.796490,0.003175,0.099308,43.103403,71.419549,9.244459
2001,1.552189,1.107135,0,0,8.177040,0.003319,0.205950,43.082521,69.790977,9.791754
2002,2.291050,1.272570,0,0,6.821854,0.003625,0.242361,42.560264,69.656598,10.052754
2003,3.493450,1.484667,0,0,6.247731,0.004089,0.248410,46.611895,68.534457,10.775315
2004,2.891709,1.624024,0.171077,0,7.120008,0.004877,0.310611,48.047998,66.623250,11.990763
2005,4.171001,1.661188,0.119386,0,5.992607,0.005151,0.389294,51.126317,64.207311,11.830926
2006,4.784207,1.748073,0.133944,0,6.080698,0.005753,0.488343,49.846008,63.841322,11.924312
2007,6.087558,1.762331,0.121168,0,5.341359,0.006348,0.656622,49.915358,61.628847,11.633683
2008,7.049765,1.852491,0.487731,0,6.713062,0.031128,0.783994,49.398343,57.835708,11.223686
2009,6.980571,2.061074,0.784787,0,7.851725,0.108177,1.045501,45.265271,53.354814,8.759985
2010,6.788630,2.344204,0.962642,0,8.087788,0.301522,1.443910,48.030096,51.785865,9.650179
2011,5.785339,2.581158,0.946809,0,7.174051,1.690175,1.543118,44.836717,50.075794,10.769959
2012,7.290495,2.799589,1.051736,0,6.484617,2.920857,2.076177,42.900128,46.426084,10.986067
2013,8.025020,3.484932,0.878783,0,8.084371,3.307126,2.282049,39.933223,42.271287,9.418000
2014,7.575250,3.738203,0.747656,0,8.878890,3.382972,2.301929,35.143035,40.003636,9.144416
2015,7.835702,3.845706,0.920277,0,6.630625,3.449044,2.231576,38.220743,42.219585,8.521566
2016,7.751373,3.849931,0.913989,0,6.060091,3.298809,2.639832,40.084528,41.825185,7.580171
2017,8.144880,3.794306,0.926227,0,5.098661,3.616053,2.631735,42.470406,42.346216,6.639682
2018,7.800217,3.727573,0.948810,0,7.205558,3.343245,2.614584,41.098768,43.366301,6.090356
2019,7.914573,3.774436,0.556461,0,6.824755,3.487557,2.974204,42.088505,42.156633,4.609803
2020,7.799566,3.768591,0.788749,0,6.859592,3.812429,2.747337,40.286905,35.287077,3.418801
