"Year","Coal","Oil","Gas","Cement","Flaring"
2000,30.084453,92.422399,35.444769,10.848372,0
2001,34.761071,88.696243,45.405207,11.845815,0
2002,35.115776,93.736112,48.548000,13.410477,0
2003,37.636608,101.397536,49.222176,13.736257,0
2004,42.201952,109.938320,50.024592,15.005839,0
2005,41.194352,111.843600,54.040336,15.911736,0
2006,45.254064,109.718480,54.941680,16.416348,0
2007,51.607440,105.329008,57.773952,14.699730,0
2008,56.301024,97.154624,60.291120,13.126722,0
2009,52.977776,103.548304,71.656848,14.090802,0
2010,56.144277,106.173251,80.982890,12.104447,0
2011,62.899888,107.377184,70.495360,12.839753,0
2012,63.302928,113.283552,80.545712,13.135716,0
2013,66.219472,119.831120,86.620624,14.926440,0
2014,60.865579,120.038412,86.590190,15.154188,0
2015,64.618304,119.497696,86.389792,15.181856,0
2016,59.100320,123.051776,84.539472,16.742967,0
2017,62.764320,126.701120,82.414352,14.079771,0
2018,60.587904,119.230224,81.267520,15.091308,0
2019,53.998544,119.772532,82.762175,15.091308,0
2020,55.013129,111.538791,76.122555,15.091308,0
