"Year","Coal","Oil","Gas","Cement","Flaring"
2000,86.838122,18.088877,18.131405,1.936861,0.322438
2001,84.826971,19.140922,19.296907,1.628836,0.331644
2002,82.689035,19.217258,18.535952,1.403479,0.333975
2003,83.938878,20.938622,18.968429,1.484852,0.322748
2004,83.362450,21.970129,19.115005,1.626764,0.314488
2005,80.627544,22.571715,18.755326,1.624534,0.313773
2006,81.842771,22.378602,18.412391,1.748455,0.335796
2007,83.596394,23.044105,17.456308,2.043081,0.303334
2008,78.643463,22.988847,17.294388,1.996149,0.298046
2009,73.360959,22.165364,16.312954,1.566075,0.259453
2010,74.688764,21.149381,18.393655,1.469000,0.266726
2011,73.726779,20.925019,16.821749,1.664531,0.262406
2012,70.731809,20.466676,16.621587,1.517150,0.265977
2013,67.317715,19.648031,16.822392,1.331788,0.201351
2014,65.366947,20.703275,15.105991,1.482727,0.203204
2015,64.742869,21.267718,15.908675,1.558164,0.192155
2016,65.231235,21.290908,17.008451,1.697599,0.158795
2017,64.726829,22.037024,17.713109,1.728266,0.127360
2018,64.034639,22.119541,16.641034,1.867543,0.104039
2019,57.663943,22.427077,17.360963,1.977237,0.081309
2020,46.843521,20.123272,17.647551,1.977237,0.081309
