"Year","Coal","Oil","Gas","Cement","Flaring"
2000,373.475642,331.622965,166.433444,15.252878,2.991838
2001,376.535883,340.234346,173.813082,13.504016,2.968838
2002,375.801987,325.520494,173.623112,12.822649,2.965213
2003,379.536855,320.979676,174.872568,13.507148,3.002408
2004,375.989519,311.613844,173.357043,14.068338,2.927693
2005,363.237057,305.215296,173.429605,13.049804,2.953296
2006,369.593624,304.937847,178.395732,13.340261,3.068642
2007,379.384805,271.173463,174.440529,14.449074,2.988342
2008,356.218756,293.273738,179.833964,13.578516,2.944403
2009,317.945854,282.104665,167.411633,12.559007,2.574876
2010,343.446644,282.158872,184.003635,12.431492,2.581308
2011,344.695751,271.429550,168.410508,13.393265,2.672588
2012,349.766708,271.886956,168.062225,13.288641,2.657051
2013,356.836014,280.301565,170.536122,12.502979,2.688788
2014,344.848417,271.274475,152.270963,12.904592,2.478249
2015,341.011469,273.468194,157.455433,12.625554,2.373714
2016,329.443014,278.132490,169.467967,12.662714,2.343803
2017,310.735418,279.511257,171.375878,13.408148,2.266922
2018,295.659712,264.941088,169.548551,13.227901,2.007643
2019,240.003982,274.635559,173.082235,13.286640,1.995752
2020,199.077067,250.681445,170.732906,13.286640,2.017377
