"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.330105,1.488751,0.763033,0,0.058914,0.005269
2001,0.367480,1.463696,0.884179,0,0.061343,0.006171
2002,0.392191,1.634915,0.960813,0,0.072719,0.007427
2003,0.400580,1.810849,1.023198,0,0.070691,0.012078
2004,0.448822,1.992119,1.071181,0,0.057461,0.018084
2005,0.485144,2.004190,1.154131,0,0.054917,0.021864
2006,0.517746,1.964953,1.188404,0,0.076500,0.026687
2007,0.581862,1.988696,1.266194,0,0.076130,0.029447
2008,0.627514,1.924264,1.329902,0,0.066053,0.042691
2009,0.629622,2.009192,1.372480,0,0.065788,0.051288
2010,0.646145,2.073773,1.555400,0,0.050187,0.062954
2011,0.657068,2.162493,1.595450,0,0.074027,0.068577
2012,0.689622,2.264569,1.750806,0,0.078180,0.088319
2013,0.678727,2.344728,1.759116,0,0.049882,0.120705
2014,0.748333,2.347895,1.798010,0,0.047307,0.146088
2015,0.734665,2.444231,1.834594,0,0.034250,0.159219
2016,0.748909,2.536907,1.820313,0,0.032076,0.182704
2017,0.751884,2.603692,1.803017,0,0.042185,0.211014
2018,0.801611,2.612860,1.800706,0,0.067973,0.244065
2019,0.714430,2.624745,1.833824,0,0.056249,0.284243
2020,0.727854,2.388191,1.686705,0,0.040321,0.275572
