"Year","Coal","Oil","Gas","Cement","Flaring"
2000,110.227373,93.449950,12.815677,8.824000,0
2001,116.347288,89.250524,14.355187,9.086000,0
2002,124.730883,86.298746,15.971370,9.774000,0
2003,135.031025,86.590721,16.509254,9.313000,0
2004,139.749828,89.023301,18.418871,9.546000,0
2005,145.042473,91.114277,19.046251,9.977000,0
2006,152.966788,92.095058,20.084154,9.812000,0
2007,162.309723,85.853261,21.268016,9.484000,0
2008,156.209261,78.200659,22.896080,8.504000,0
2009,147.793142,74.062639,22.182219,7.865000,0
2010,158.866548,74.826443,27.839009,8.105000,0
2011,162.687157,73.104705,30.914138,8.512000,0
2012,160.497805,70.133141,32.792054,7.996000,0
2013,162.433647,69.095419,32.400934,8.030000,0
2014,163.620660,69.732219,34.230121,7.088000,0
2015,161.225538,69.045258,37.221204,6.313000,0
2016,160.997653,72.894107,38.705240,5.395000,0
2017,164.398034,71.572166,42.579800,5.357000,0
2018,160.670889,71.624937,44.144174,5.378000,0
2019,157.479971,68.056455,43.393610,5.378000,0
2020,154.018761,66.328347,46.424545,5.378000,0
