"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.537732,3.437179,3.648302,0.850628,0.050857,0.048288
2001,1.629163,3.428980,3.630715,0.895077,0.040283,0.054573
2002,1.495110,3.405915,3.583229,0.867149,0.047257,0.062668
2003,1.595334,3.431625,3.593131,0.869808,0.031656,0.073895
2004,1.533209,3.523619,3.671565,0.779609,0.047210,0.091316
2005,1.567089,3.646107,3.577917,0.790353,0.047671,0.119335
2006,1.713754,3.614098,3.393369,0.726035,0.044201,0.137563
2007,1.607210,3.497783,3.430819,0.602709,0.048552,0.154224
2008,1.491133,3.416921,3.521971,0.498778,0.048857,0.192569
2009,1.247356,3.247539,3.284053,0.652589,0.049375,0.230270
2010,1.294885,3.197476,3.545742,0.583274,0.033710,0.259968
2011,1.316706,3.143806,2.949066,0.643537,0.053100,0.319783
2012,1.631095,3.053093,2.768355,0.652847,0.049230,0.370566
2013,1.547990,3.002302,2.747727,0.650774,0.043333,0.489783
2014,1.245752,2.999027,2.521998,0.584038,0.053943,0.585918
2015,0.966070,3.082847,2.593636,0.640641,0.057350,0.740803
2016,0.464016,3.183307,2.904251,0.649354,0.048621,0.742296
2017,0.379242,3.188332,2.827768,0.633028,0.052937,0.876110
2018,0.317431,3.145572,2.863440,0.582150,0.048708,0.989642
2019,0.217545,3.082759,2.782919,0.500845,0.052905,1.090070
2020,0.193569,2.385954,2.609837,0.446553,0.057542,1.201074
