"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.431369,0,0,1.044349,3.175980,1.133902
1966,"NaN",0,"NaN",0,0.420290,0,0,1.149822,3.176812,0.932533
1967,"NaN",0,"NaN",0,0.485134,0,0,1.306474,3.458573,0.872383
1968,"NaN",0,"NaN",0,0.567837,0,0,1.427644,3.835697,0.935336
1969,"NaN",0,"NaN",0,0.583286,0,0,1.712308,3.502385,0.819634
1970,"NaN",0,"NaN",0,0.502429,0,0,1.802037,3.372951,0.664651
1971,7.451258,0,"NaN",0.008138,0.638483,0,0,1.748965,3.087258,0.512359
1972,7.487327,0,"NaN",0.033119,0.653745,0,0,1.577389,2.479697,0.399704
1973,7.519817,0,"NaN",0.060233,0.670971,0,0,1.747879,2.472344,0.386171
1974,7.545374,0,"NaN",0.081707,0.655699,0,0,1.879850,2.589568,0.343815
1975,7.562086,0,"NaN",0.091276,0.732853,0,0,2.051482,2.612074,0.323956
1976,7.569654,0,"NaN",0.075118,0.772367,0,0,2.030658,2.536290,0.311420
1977,7.567938,0,"NaN",0.046089,0.890006,0,0,2.152040,2.590126,0.328651
1978,7.558494,0,"NaN",0.022943,1.071081,0,0,2.143703,2.649224,0.339189
1979,7.543826,0,"NaN",0.007019,1.121795,0,0,2.339203,2.741582,0.366256
1980,7.525770,0,"NaN",0.010192,1.138619,0,0,2.765135,2.772028,0.377622
1981,7.486348,0,"NaN",0.020815,1.150308,0,0,2.917309,2.846192,0.414630
1982,7.450138,0,"NaN",0.024366,1.251689,0,0,3.076920,3.028563,0.454653
1983,7.413514,0,"NaN",0.031755,1.401839,0,0,2.933331,3.226974,0.498810
1984,7.385973,0,"NaN",0.037153,1.405371,0,0,2.911194,3.384394,0.547204
1985,7.354951,0,"NaN",0.042185,1.412708,0,0,2.875853,3.495486,0.600829
1986,7.336441,0,"NaN",0.055234,1.307968,0,0,2.986572,3.647585,0.660018
1987,7.319443,0,"NaN",0.031026,1.665946,0,0,3.098189,3.871600,0.725874
1988,7.303224,0,"NaN",0.019179,1.692969,0,0,3.184196,4.042388,0.735862
1989,7.297780,0,"NaN",0.011417,1.669016,0,0,3.293250,4.202943,0.781974
1990,7.300559,0,"NaN",0.039001,1.587156,0,0,3.415150,4.267322,0.804706
1991,7.298130,0,"NaN",0.037899,1.650414,0,0,3.584559,4.365186,0.774027
1992,7.277955,0,"NaN",0.048496,1.750905,0,0,3.420014,4.639747,0.772957
1993,7.296184,0,"NaN",0.034725,1.873269,0,0,3.830454,4.920717,0.789539
1994,7.294615,0,"NaN",0.048834,1.788501,0,0,3.798622,5.131372,0.762484
1995,7.279229,0,"NaN",0.042131,1.837715,0,0,3.788560,5.409035,0.747541
1996,7.219341,0,"NaN",0.025680,1.947184,0,0,4.000941,5.529066,0.736434
1997,7.156786,0,"NaN",0.034396,1.407518,0,0,3.876270,5.537475,0.668956
1998,7.108440,0,"NaN",0.029169,1.787841,0,0,3.968075,5.564855,0.650795
1999,7.087399,0,"NaN",0.005738,1.551297,0,0,4.401945,5.609751,0.633345
2000,7.087401,0.065103,"NaN",0.066441,1.233514,0,0,4.540352,5.641955,0.596503
2001,7.087364,0.059354,"NaN",0.141967,1.244918,0,0,4.674404,5.393940,0.603734
2002,7.087396,0.063417,"NaN",0.125140,1.347657,0,0,4.946694,5.132111,0.660707
2003,7.087368,0.066696,"NaN",0.122026,1.575801,0,0,6.008187,4.449968,0.816681
2004,7.087398,0.066957,"NaN",0.150223,1.630749,0,0,7.049179,4.397191,0.892245
2005,7.087384,0,"NaN",0.153307,1.854484,0,0,7.323378,4.084868,0.967646
2006,7.087400,0,"NaN",0.148602,1.774715,0,0,7.313023,4.585803,1.011972
2007,7.087375,0,"NaN",0.132087,1.805204,0.000012,0,7.251194,4.876620,1.354639
2008,7.087382,0,"NaN",0.096714,1.513589,0.000088,0,7.258266,4.838681,1.460771
2009,7.087393,0,"NaN",0.136876,1.546712,0.000287,0,7.117253,5.048928,1.174719
2010,7.087393,0,"NaN",0.132983,1.559493,0.000702,0,7.092349,4.893243,1.079890
2011,7.087410,0,"NaN",0.200551,1.556798,0.001365,0,6.939163,4.821172,0.910776
2012,7.087410,0,"NaN",0.134436,0.532089,0.003259,0.000941,7.034918,4.573656,0.903747
2013,7.087458,0,"NaN",0.205423,1.517306,0.006975,0.007295,6.698112,4.909121,0.701340
2014,7.087447,0,"NaN",0.219067,1.518759,0.011162,0.014700,6.448994,4.971787,1.013647
2015,7.137560,0.003639,"NaN",0.196599,1.496926,0.016790,0.027336,6.595048,5.306493,0.976528
2016,7.150161,0.023664,"NaN",0.235197,1.537289,0.037955,0.040819,6.833055,5.813716,1.098168
2017,7.172600,0.046549,"NaN",0.351373,1.307496,0.056895,0.076314,7.054263,5.878496,1.439217
2018,7.162500,0.043440,"NaN",0.389907,1.242844,0.065153,0.119386,7.393708,4.801407,2.336116
2019,7.162153,0.025441,"NaN",0.377979,1.494357,0.066817,0.129590,7.390958,4.166938,2.577829
2020,7.161777,0.025503,"NaN",0.375727,1.619878,0.067459,0.109854,6.719932,3.995961,2.813694
