"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,0.238048,1.020700,0.542807,
200802,0.222830,1.056041,0.568026,
200803,0.229861,0.980140,0.569495,
200804,0.217526,1.180813,0.451727,
200805,0.231589,0.978034,0.354820,
200806,0.259143,0.972801,0.358297,
200807,0.262479,1.161531,0.376219,
200808,0.228177,1.048363,0.371518,
200809,0.228504,1.015983,0.398010,
200810,0.276329,1.023616,0.470433,
200811,0.254003,1.057250,0.577281,
200812,0.190392,0.987055,0.634377,
200901,0.215046,1.013473,0.564526,
200902,0.155341,0.979870,0.537229,
200903,0.136317,1.036534,0.491785,
200904,0.115415,1.024007,0.371958,
200905,0.116929,1.082656,0.321492,
200906,0.043420,0.986704,0.241890,
200907,0.116956,1.332890,0.336756,
200908,0.164083,1.091850,0.366688,
200909,0.227596,0.979314,0.355302,
200910,0.279943,1.177531,0.475625,
200911,0.249046,0.802135,0.538025,
200912,0.203954,0.941063,0.641940,
201001,0.228382,0.770381,0.615831,
201002,0.212093,0.767535,0.591538,
201003,0.255358,0.780610,0.552956,
201004,0.175382,0.843218,0.396264,
201005,0.168738,0.783213,0.344033,
201006,0.166133,0.977580,0.291162,
201007,0.267722,1.008996,0.370099,
201008,0.273477,1.092477,0.367833,
201009,0.277763,1.060279,0.430411,
201010,0.237659,0.924850,0.517824,
201011,0.235759,0.765021,0.532951,
201012,0.235144,0.808920,0.691959,
201101,0.256573,0.886506,0.577558,
201102,0.211597,0.773128,0.593607,
201103,0.233720,0.828420,0.566250,
201104,0.223509,0.970587,0.376677,
201105,0.159378,0.796204,0.332481,
201106,0.249982,0.835575,0.320383,
201107,0.233990,0.831886,0.353468,
201108,0.236234,1.077305,0.339938,
201109,0.231506,0.894652,0.332234,
201110,0.253250,0.941703,0.496228,
201111,0.273511,0.844214,0.629013,
201112,0.226859,0.758974,0.637753,
201201,0.225244,0.697097,0.586545,
201202,0.195877,0.741574,0.740147,
201203,0.247685,0.759290,0.496680,
201204,0.126740,0.691089,0.431004,
201205,0.072903,0.970048,0.389108,
201206,0.164009,0.819877,0.210858,
201207,0.192828,1.029666,0.313838,
201208,0.239053,1.017178,0.253877,
201209,0.236296,0.845179,0.261787,
201210,0.268813,0.839099,0.411357,
201211,0.253917,0.688745,0.471879,
201212,0.256853,0.628976,0.620327,
201301,0.221834,0.609912,0.623638,
201302,0.199766,0.611302,0.560120,
201303,0.209887,0.717133,0.571862,
201304,0.159566,0.704081,0.382017,
201305,0.174714,0.706879,0.269103,
201306,0.209995,0.811228,0.233219,
201307,0.231983,0.978860,0.254121,
201308,0.253151,0.860657,0.278921,
201309,0.238824,0.823531,0.297293,
201310,0.274875,0.799771,0.383991,
201311,0.255569,0.718122,0.466387,
201312,0.243635,0.748436,0.583452,
201401,0.213635,0.685441,0.482557,
201402,0.172133,0.714116,0.459671,
201403,0.248998,0.684828,0.373422,
201404,0.216029,0.653204,0.315113,
201405,0.212826,0.697280,0.275560,
201406,0.224562,0.813803,0.202430,
201407,0.248033,0.872215,0.262051,
201408,0.217521,0.865633,0.257289,
201409,0.117558,0.748270,0.305054,
201410,0.204557,0.817880,0.370798,
201411,0.255511,0.715725,0.467543,
201412,0.234324,0.709381,0.526970,
201501,0.221071,0.656824,0.424246,
201502,0.178353,0.592226,0.493963,
201503,0.223992,0.736180,0.453636,
201504,0.186311,0.777904,0.366275,
201505,0.166513,0.806059,0.253395,
201506,0.063075,0.882938,0.217299,
201507,0.229589,0.830501,0.236022,
201508,0.200596,0.986347,0.246779,
201509,0.206180,0.781403,0.271263,
201510,0.225118,0.735277,0.434867,
201511,0.253623,0.786793,0.491668,
201512,0.218680,0.834442,0.565616,
201601,0.200964,0.673398,0.575488,
201602,0.206948,0.699856,0.442494,
201603,0.240775,0.575892,0.466990,
201604,0.211914,0.729126,0.331454,
201605,0.116267,0.759478,0.295653,
201606,0.219416,0.878350,0.235489,
201607,0.228783,0.823362,0.177383,
201608,0.214624,0.960305,0.262350,
201609,0.224231,0.820189,0.288686,
201610,0.220198,0.798305,0.466946,
201611,0.234639,0.786614,0.517689,
201612,0.239540,0.853869,0.663084,
201701,0.224034,0.577383,0.797967,
201702,0.201323,0.732663,0.552966,
201703,0.192238,0.672299,0.435850,
201704,0.172107,0.757400,0.364699,
201705,0.161101,0.914325,0.316953,
201706,0.014475,0.870639,0.284960,
201707,0.020364,0.957557,0.342940,
201708,0.019632,1.016863,0.344719,
201709,0.059209,0.973371,0.352551,
201710,0.114451,0.899220,0.470424,
201711,0.181468,0.784243,0.564491,
201712,0.188590,0.841824,0.595683,
201801,0.153431,0.663664,0.603630,
201802,0.108269,0.675475,0.629583,
201803,0.120613,0.711367,0.564047,
201804,0.010121,0.660022,0.307773,
201805,0.016987,0.751129,0.262097,
201806,0.126108,0.849808,0.269138,
201807,0.070270,1.017606,0.209695,
201808,0.126108,1.013926,0.303440,
201809,0.143607,0.833086,0.288636,
201810,0.159736,0.889517,0.426477,
201811,0.211739,0.783394,0.512774,
201812,0.199643,0.723649,0.658333,
201901,0.150521,0.810949,0.688956,
201902,0.136966,0.695197,0.545909,
201903,0.131842,0.657206,0.425149,
201904,0.134330,0.646131,0.359365,
201905,0.142752,0.738812,0.359186,
201906,0.138126,0.775209,0.266228,
201907,0.140439,0.911516,0.302237,
201908,0.145065,0.960738,0.324119,
201909,0.138112,0.825109,0.328783,
201910,0.171066,0.854801,0.467390,
201911,0.134389,0.677014,0.577926,
201912,0.111118,0.753202,0.590482,
202001,0.066613,0.614743,0.682836,
202002,0.140360,0.679541,0.538719,
202003,0.074425,0.646628,0.527881,
202004,0.024277,0.531722,0.351937,
202005,0.032089,0.644266,0.345342,
202006,0.128522,0.697514,0.328112,
202007,0.145825,0.853049,0.351489,
202008,0.166910,0.803116,0.335242,
202009,0.149167,0.760458,0.359293,
202010,0.155782,0.727443,0.479935,
202011,0.180059,0.681979,0.594699,
202012,0.160849,0.638709,0.627657,
202101,0.135703,0.530901,0.564806,
202102,0.148085,0.605790,0.526530,
202103,0.171353,0.706059,0.596531,
202104,0.037147,0.677422,0.489040,
202105,0.041052,0.699863,0.332101,
202106,0.157392,0.752721,0.257518,
202107,0.174428,0.926869,0.336031,
202108,0.154235,0.864044,0.331973,
202109,0.156721,0.828044,0.323865,
202110,0.166776,0.761468,0.434239,
202111,0.163701,0.733072,0.571284,
202112,0.145835,0.635809,0.597383,
202201,0.145976,0.553759,0.695206,
202202,0.146793,0.701015,0.559718,
202203,0.117489,0.777067,0.502364,
202204,0.070642,0.707125,0.368062,
202205,0.162930,0.732788,0.254867,
202206,0.144412,0.848888,0.247841,
202207,0.172075,0.964038,0.295856,
202208,0.149764,0.939967,0.267763,
202209,0.129915,0.935697,0.265420,
202210,0.152302,0.946180,0.380299,
202211,0.119871,0.736156,0.437966,
202212,0.115925,0.768325,0.463492,
202301,0.126272,0.622638,0.502519,
202302,0.101898,0.679325,0.488129,
202303,0.133853,0.783533,0.456353,
202304,0.053966,0.846560,0.386540,
202305,0.032609,0.843809,0.301225,
202306,0.136136,0.863669,0.249361,
202307,0.127006,0.937214,0.309505,
202308,0.151455,0.984748,0.361093,
202309,0.147624,0.903109,0.313892,
202310,0.151455,0.813445,0.392712,
202311,0.125457,0.731073,0.515998,
202312,0.048742,0.761097,0.467145,
202401,0.022011,0.720682,0.513051,
202402,0.015163,0.659403,0.413243,
202403,0.015163,0.789980,0.383637,
202404,0.019728,0.795048,0.302251,
202405,0.025027,0.805102,0.242038,
202406,0.018994,0.895056,0.202730,
202407,0.113311,0.916671,0.248890,
202408,0.136136,1.077640,0.304204,
202409,0.094392,0.955569,0.348627,
202410,0.145266,0.875690,0.432873,
202411,0.143059,0.870397,0.505626,
202412,0.159770,0.867771,0.591490,
202501,0.021277,0.850489,0.594477,
202502,,0.621314,0.542212,
202503,,,0.462219,
202504,,,,
202505,,,,
202506,,,,
202507,,,,
202508,,,,
202509,,,,
202510,,,,
202511,,,,
202512,,,,
