"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,22.969891,22.969891,23.035128,23.034717,23.307466,23.080450,23.104691,23.107921,23.089578,23.338846,23.338722,23.339564,24.074298,23.390075,23.390075,23.441965,23.337097,23.329249,22.977726,22.979789,22.974684,22.874491,22.885220
1991,16.701611,16.701611,16.720130,16.738184,17.219922,17.174477,17.188477,17.192537,17.153276,17.312281,17.352450,17.361433,17.630765,17.268910,17.268910,17.304185,17.189180,17.182302,16.986189,16.987509,16.985249,16.992687,16.999432
1992,15.764517,15.764517,15.764969,15.810325,16.437690,16.544873,16.555810,16.561650,16.524870,16.714835,16.708080,16.714832,17.050116,16.607134,16.607134,16.632547,16.512506,16.506077,16.371432,16.372593,16.369222,16.374967,16.379164
1993,16.399215,16.399215,16.399587,16.431776,16.957354,16.878725,16.889515,16.979351,16.973238,17.174444,17.165177,17.170510,17.565025,17.081228,17.081228,17.103716,16.965914,16.959781,16.807979,16.809180,16.806462,16.807773,16.811040
1994,15.673905,15.673905,15.673952,15.690204,16.256240,16.328088,16.342497,16.283067,16.293956,16.499110,16.490288,16.498326,16.706037,16.342182,16.342182,16.361217,16.225050,16.214222,16.052777,16.054021,16.049805,16.051528,16.054554
1995,16.251358,,,16.249878,16.877049,16.914667,16.929726,17.000925,16.982590,17.211365,17.201657,17.213758,17.326484,16.992800,16.992800,17.040097,16.933290,16.926336,16.816449,16.817667,16.815705,16.811348,16.814489
1996,16.976128,16.976128,16.972567,16.940518,17.611544,17.535654,17.551627,17.540547,17.529703,17.844166,17.834253,17.845368,17.870743,17.587898,17.587898,17.629209,17.524231,17.515266,17.344006,17.344870,17.343677,17.335912,17.338434
1997,18.056867,18.056867,18.055492,18.023754,18.663657,18.594660,18.610295,18.616428,18.611721,18.869615,18.861382,18.938627,18.952394,18.666467,18.666467,18.692942,18.585642,18.575879,18.557198,18.558618,18.556528,18.566835,18.569168
1998,18.956143,18.956143,18.954714,18.914925,19.566471,19.432581,19.454764,19.449400,19.443899,19.630915,19.623641,19.634032,19.654338,19.372388,19.372388,19.398242,19.289607,19.278903,19.011850,19.013422,19.011169,19.038723,19.040027
1999,19.678638,19.678638,19.676614,19.702150,20.361182,20.265384,20.285256,20.297255,20.290795,20.533278,20.535279,20.545304,20.532832,20.215653,20.215653,20.241737,20.127143,20.115455,20.022950,20.024746,20.022371,20.081425,20.082224
2000,19.379111,19.379111,19.377646,19.416543,19.946531,19.937657,19.954883,19.926809,19.919165,20.094724,20.093241,20.099509,20.073721,19.789122,19.789122,19.815735,19.699202,19.694448,19.660565,19.662487,19.660010,19.652269,19.652682
2001,20.389690,20.389686,20.454030,20.433790,20.944892,20.854012,20.871885,20.873259,20.856429,21.035592,21.033983,21.040760,21.211506,20.943110,20.943110,20.966698,20.817105,20.806736,20.783249,20.785304,20.782297,20.776024,20.775935
2002,,21.484033,21.576130,21.497847,22.031745,21.832854,21.850547,21.910318,21.894075,22.106971,22.108028,22.110860,22.309196,22.031127,22.031127,22.053971,21.925187,21.912737,21.887758,21.889460,21.887299,21.916044,21.915519
2003,,,22.999651,22.882719,23.501375,23.433898,23.452591,23.394196,23.382571,23.530814,23.528657,23.534139,23.666568,23.355221,23.355221,23.386285,23.277558,23.268210,23.214314,23.215261,23.213128,23.227370,23.226189
2004,,,,22.551248,23.147609,22.994443,23.011749,22.964829,22.960084,23.151351,23.152391,23.159415,23.330035,23.005235,23.005235,23.044756,22.924760,22.916828,22.891547,22.887891,22.884860,22.854530,22.852690
2005,,,,,23.566943,23.401244,23.424184,23.378013,23.371013,23.488025,23.485158,23.501376,23.753492,23.451846,23.451846,23.489534,23.383841,23.330099,23.345544,23.343921,23.340033,23.297976,23.295552
2006,,,,,,23.505946,23.528306,23.519786,23.507438,23.725555,23.716523,23.733876,23.980140,23.684935,23.684935,23.725639,23.602903,23.529454,23.554158,23.549946,23.546764,23.499119,23.496198
2007,,,,,,,24.864673,24.833293,24.836645,25.017072,24.999116,25.018345,25.238579,24.955376,25.017366,25.056225,24.918959,24.843812,24.866343,24.862861,24.859721,24.804672,24.801759
2008,,,,,,,,23.687453,23.626077,23.783946,23.755724,23.770695,24.024897,23.715384,23.746475,23.785297,23.659860,23.628578,23.598669,23.594994,23.594392,23.520155,23.515656
2009,,,,,,,,,21.755387,22.010757,21.982480,21.991101,22.241224,21.965635,21.965635,21.995506,21.848885,21.837801,21.808549,21.804455,21.805310,21.756484,21.752317
2010,,,,,,,,,,21.292220,21.288788,21.330405,21.432048,21.183709,21.203737,21.245083,21.064492,21.050860,21.019201,21.016283,21.018168,20.986248,20.978134
2011,,,,,,,,,,,20.869291,20.917997,20.866487,20.614440,20.759403,20.801674,20.699036,20.682439,20.651988,20.649618,20.650176,20.620634,20.614659
2012,,,,,,,,,,,,19.233242,19.022777,18.776381,19.172427,19.242973,19.115866,19.114779,19.088544,19.087403,19.081248,19.056300,19.050020
2013,,,,,,,,,,,,,18.620847,18.359500,18.525443,18.588178,18.454655,18.454622,18.435627,18.432191,18.432191,18.406078,18.401343
2014,,,,,,,,,,,,,,17.607322,17.777065,17.850672,17.708128,17.704985,17.682216,17.681566,17.681566,17.657192,17.649938
2015,,,,,,,,,,,,,,,17.918747,17.996568,17.840712,17.840751,17.817233,17.824705,17.824704,17.803005,17.793891
2016,,,,,,,,,,,,,,,,18.221474,18.082531,18.105044,18.083057,18.109014,18.109014,18.089979,18.079279
