"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2002,,-9.000271,-15.372995,-16.796431,-8.537162,-8.205612,-8.205612,-10.231739,-7.556797,-7.274147,-8.378673,-8.066836,-7.387353,-8.237220,-8.255037,-8.204328,-8.213987,-8.180763,-8.152414,-7.991178,-8.277113,-8.328233,-8.327546
2003,,,-15.372995,-16.648215,-7.877645,-6.276504,-6.276504,-10.460079,-7.749945,-7.251934,-7.969175,-7.584050,-7.002971,-7.845661,-7.627768,-7.568851,-7.427928,-7.413462,-7.384056,-7.236788,-7.516662,-7.566259,-7.565979
2004,,,,-16.320782,-7.948332,-7.899850,-7.899850,-10.707626,-7.934531,-7.613708,-8.013906,-7.593506,-6.729117,-7.605394,-7.668806,-7.601411,-7.637414,-7.651947,-7.641772,-7.510269,-7.787314,-7.839109,-7.835941
2005,,,,,-7.778976,-7.726375,-7.726375,-10.752576,-8.100010,-7.771732,-8.158599,-7.642925,-7.006980,-7.809427,-7.879550,-7.802534,-7.844534,-7.876343,-7.876654,-7.770851,-8.032760,-8.084436,-8.082164
2006,,,,,,-7.490295,-7.490295,-10.784859,-8.215437,-7.895373,-8.082762,-7.499016,-6.848837,-7.632776,-7.680777,-7.596403,-7.624863,-7.670179,-7.687405,-7.598074,-7.860937,-7.912238,-7.909949
2007,,,,,,,-6.302646,-11.170917,-8.505757,-8.196775,-7.737336,-7.107769,-6.350950,-7.294155,-7.151325,-7.059857,-6.914131,-6.925364,-6.929513,-6.756024,-6.763561,-6.813251,-6.809786
2008,,,,,,,,-11.166575,-8.643115,-8.327200,-7.835577,-7.113306,-6.430448,-7.406846,-7.434368,-7.341431,-7.305188,-7.257445,-7.290691,-6.920460,-6.935995,-6.986085,-6.981348
2009,,,,,,,,,-8.712061,-7.935818,-8.075857,-7.315527,-6.520553,-7.410596,-7.470538,-7.374390,-7.242661,-7.211066,-7.246568,-7.034732,-7.037557,-7.094928,-7.084834
2010,,,,,,,,,,-8.412818,-7.881671,-7.015816,-6.271553,-7.245764,-7.340163,-7.237181,-7.200221,-7.031821,-7.068645,-6.977772,-6.985701,-7.035606,-7.031744
2011,,,,,,,,,,,-7.049262,-6.167039,-5.229091,-6.382853,-6.357158,-6.264651,-6.138343,-5.867840,-5.907177,-5.752883,-5.755118,-5.798256,-5.795619
2012,,,,,,,,,,,,-5.929042,-5.111709,-6.323912,-6.117907,-6.036125,-5.803811,-5.464089,-5.511265,-5.359293,-5.360911,-5.402648,-5.400358
2013,,,,,,,,,,,,,-5.138883,-6.558128,-6.600491,-6.550875,-6.486486,-6.184618,-6.233070,-5.992405,-6.264866,-6.307237,-6.304508
2014,,,,,,,,,,,,,,-6.600357,-6.667679,-6.601852,-6.529800,-6.207741,-6.292149,-5.861793,-6.121531,-6.161301,-6.159546
2015,,,,,,,,,,,,,,,-5.092053,-4.942640,-5.543214,-5.266917,-5.589694,-5.573768,-5.838728,-5.877685,-5.874664
2016,,,,,,,,,,,,,,,,-5.065635,-5.644065,-5.316079,-5.658880,-5.547198,-5.840329,-5.875381,-5.874726
2017,,,,,,,,,,,,,,,,,-4.997943,-4.728712,-5.001047,-5.116451,-5.133363,-5.167994,-5.167554
2018,,,,,,,,,,,,,,,,,,-5.217582,-5.517310,-5.346478,-5.623048,-5.658777,-5.656131
2019,,,,,,,,,,,,,,,,,,,-5.682257,-5.479317,-5.857615,-5.894265,-5.891886
2020,,,,,,,,,,,,,,,,,,,,-5.482277,-5.840557,-5.878863,-5.877300
2021,,,,,,,,,,,,,,,,,,,,,-5.923761,-5.930425,-5.929409
2022,,,,,,,,,,,,,,,,,,,,,,-5.074058,-5.073594
2023,,,,,,,,,,,,,,,,,,,,,,,-5.670142
