"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,25.203407,21.411706,4.419501,4.424338,1.297548,-6.349685
1991,17.494281,16.089461,3.335778,4.286558,1.311929,-7.529445
1992,15.504311,15.439569,2.783880,3.586742,1.323935,-7.629814
1993,15.323947,16.101248,2.272153,3.413675,1.333835,-7.796963
1994,14.140214,15.086740,2.506569,3.253156,1.358185,-8.064437
1995,14.319925,16.031865,2.328099,3.132045,1.380990,-8.553075
1996,15.166477,16.627920,2.292321,3.049285,1.393725,-8.196774
1997,17.159436,17.643231,2.487095,3.188851,1.425488,-7.585229
1998,17.489277,18.205951,2.248598,2.984411,1.442126,-7.391807
1999,18.012178,18.911935,2.690225,3.111827,1.484776,-8.186585
2000,19.083190,18.254814,2.953477,3.093197,1.519129,-6.737427
2001,19.018491,19.292629,2.952501,3.226736,1.528521,-7.981896
2002,19.830687,20.435477,2.924297,3.172417,1.561178,-8.262683
2003,22.092748,21.794970,2.954554,3.190914,1.588892,-7.436582
2004,21.725165,21.222825,3.289993,3.344679,1.630667,-7.762999
2005,21.951552,21.581424,3.396120,3.361826,1.613159,-8.000977
2006,22.530925,21.633730,3.578632,3.435775,1.697282,-7.814494
2007,25.110468,22.860989,3.782850,3.348683,1.777459,-6.659512
2008,23.954450,21.660793,3.753467,3.515965,1.884807,-6.860582
2009,21.703361,20.525422,3.116636,3.067388,1.955204,-6.961290
2010,21.369752,19.733616,3.396657,3.135044,2.007380,-6.902945
2011,22.362813,19.477310,3.276166,3.176967,2.056948,-5.624578
2012,21.067564,18.063847,3.061223,3.061413,2.064632,-5.183551
2013,18.884395,17.312234,2.865918,2.800884,2.053110,-6.147751
2014,18.296649,16.365526,3.096040,2.736179,2.099841,-6.000936
2015,19.065413,16.621131,3.191555,2.787200,2.154373,-5.688847
2016,19.225918,17.026682,3.013671,2.731106,2.151978,-5.697520
2017,20.889276,17.400157,3.395778,2.829787,2.146764,-4.883210
2018,19.155890,16.460303,3.370947,2.716687,2.098056,-5.490102
2019,19.092310,16.510603,3.541747,2.706804,2.056588,-5.723433
2020,18.241086,15.561841,3.630880,2.700716,2.004665,-5.657017
2021,18.665876,16.282825,3.584086,2.687294,1.874348,-5.762678
2022,19.656761,16.871924,3.266845,2.447157,1.937354,-4.866520
2023,19.893209,17.644420,3.516974,2.343175,1.914380,-5.525740
