"Year","Coal","Oil","Gas","Cement"
1950,1.023018,1.370896,0.065194,0.479689
1951,0.960624,1.312575,0.054560,0.453756
1952,1.080091,1.075516,0.067344,0.565711
1953,0.826376,1.404670,0.099934,0.442945
1954,1.061862,1.627171,0.112390,0.510275
1955,1.285913,1.760670,0.144409,0.601796
1956,1.511577,2.057240,0.164772,0.608819
1957,1.528580,2.274459,0.171812,0.735754
1958,1.440859,2.314445,0.181495,0.704673
1959,1.619369,2.735627,0.190847,0.780328
1960,1.669248,3.145627,0.202855,0.803663
1961,1.795700,3.271979,0.242834,0.798859
1962,1.732841,3.477682,0.240015,0.818367
1963,1.843943,3.949271,0.287115,0.894261
1964,1.987218,4.625803,0.377209,0.917308
1965,1.692681,5.161063,0.477703,0.812372
1966,1.437241,5.423796,0.452965,0.758180
1967,1.102209,5.976709,0.437600,0.644515
1968,1.008068,6.558346,0.497719,0.665665
1969,0.945306,6.860574,0.587430,0.660410
1970,1.205392,9.123740,0.790051,0.721846
1971,1.384249,9.586259,0.943002,0.841415
1972,1.281676,8.530974,1.157071,0.967377
1973,1.048758,11.341453,1.016368,0.872870
1974,1.090031,11.196284,1.125772,0.922804
1975,1.208870,11.561849,1.172208,1.008462
1976,1.163575,12.020964,1.195598,1.046741
1977,1.051795,11.620139,1.264745,1.058946
1978,1.015642,13.354849,1.320545,1.072612
1979,1.034822,14.586469,1.531438,1.084837
1980,0.989947,13.901565,1.916344,1.097452
1981,1.682432,13.673969,2.681532,1.416303
1982,1.328915,12.579234,2.659828,1.299844
1983,1.599733,13.357202,2.937150,1.350849
1984,1.829513,13.507993,3.597438,1.364184
1985,1.908190,13.735823,3.728179,1.333533
1986,1.886798,14.662945,3.778108,1.304190
1987,1.827578,13.769589,4.241354,1.271280
1988,1.808420,14.566492,4.194044,1.222188
1989,1.861779,14.139852,4.519771,1.199207
1990,2.982409,13.149361,4.872836,1.086203
1991,1.911127,9.567750,4.082333,0.704212
1992,1.492298,9.055916,4.312110,0.826604
1993,1.209399,9.288166,4.732048,0.682404
1994,0.803897,9.199630,4.391707,0.834008
1995,0.857805,10.536989,3.843619,0.622623
1996,0.681806,10.706044,4.312979,0.682566
1997,1.069018,11.241089,4.546167,0.801912
1998,1.017967,12.025442,4.301049,0.861145
1999,0.890714,12.785372,4.471368,1.128591
2000,1.795015,11.151296,4.562353,1.257007
2001,1.906699,11.605209,4.850616,1.443277
2002,2.317912,12.146628,5.025431,1.423550
2003,2.599679,13.340045,4.904737,1.426939
2004,2.770105,12.300286,5.255877,1.509990
2005,2.747406,12.850848,5.116001,1.541942
2006,2.554646,13.159031,5.059593,1.635071
2007,2.776955,13.442389,5.870851,1.661519
2008,2.848921,12.447063,5.693071,1.567791
2009,2.029060,12.425699,5.256202,1.246980
2010,2.738199,10.560757,5.712434,1.210216
2011,2.794497,10.420003,5.564328,1.081906
2012,2.483775,9.710460,5.194847,1.034717
2013,2.677987,9.073261,4.911808,1.141027
2014,2.569636,8.959916,4.305073,1.225087
2015,2.376274,9.388605,4.460983,1.169235
2016,2.561225,9.339666,4.729110,1.076508
2017,1.551263,9.981582,5.432159,1.287251
2018,1.448575,9.555871,5.042393,1.210718
2019,1.677532,9.286385,5.242559,1.184111
2020,1.423842,8.270905,5.520942,1.212949
2021,1.652426,8.724971,5.350698,1.204847
2022,1.613365,9.469394,4.884976,1.099079
2023,1.378292,10.305996,5.213557,1.117777
2024,0.907706,11.089239,4.932467,1.083461
