"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,20.959417,20.959417,20.984765,20.984760,20.944678,20.582792,20.582792,20.581349,20.976034,21.233536,21.233573,21.234199,21.219162,20.758786,20.758786,20.758786,20.656675,20.656675,20.362897,20.362897,20.362897,20.257357,20.257357
1991,15.200456,15.200456,15.200069,15.218743,15.479218,15.079288,15.079241,15.074537,15.531669,15.682073,15.721990,15.722616,15.591702,15.252773,15.252773,15.252773,15.164224,15.164224,15.017891,15.017891,15.017891,15.021343,15.021343
1992,14.186636,14.186636,14.186540,14.232279,14.669095,14.280914,14.280993,14.280880,14.872755,15.044017,15.038481,15.038737,14.836412,14.532346,14.532346,14.532346,14.437673,14.438145,14.347022,14.347022,14.347022,14.350797,14.350797
1993,15.146114,15.146114,15.146019,15.178072,15.530134,15.035030,15.035030,15.120964,15.634323,15.813830,15.805862,15.805791,15.660535,15.321312,15.321312,15.321312,15.213611,15.213611,15.117217,15.117217,15.117217,15.116983,15.116983
1994,14.235120,14.235120,14.235018,14.251510,14.636568,14.295592,14.295411,14.233181,14.779994,14.966537,14.958566,14.958482,14.680043,14.364190,14.364190,14.364190,14.277275,14.277275,14.179927,14.179927,14.179927,14.179843,14.179843
1995,15.081867,,,15.080310,15.539676,15.020514,15.020514,15.090255,15.700927,15.912588,15.903850,15.905016,15.492697,15.263423,15.263423,15.263423,15.175217,15.175217,15.121534,15.121534,15.121534,15.115444,15.115444
1996,15.726639,15.726639,15.722866,15.690813,16.095691,15.612478,15.612610,15.599112,16.134277,16.427105,16.418239,16.418152,16.039918,15.828264,15.828264,15.828264,15.743632,15.743632,15.640052,15.640052,15.640052,15.630570,15.630570
1997,16.607114,16.607114,16.605415,16.573678,16.934235,16.455406,16.455406,16.457134,17.051070,17.282287,17.274255,17.340201,16.916618,16.704888,16.704888,16.704888,16.616780,16.616780,16.674285,16.674285,16.674285,16.682917,16.682917
1998,17.593735,17.593735,17.591826,17.552036,17.925801,17.483908,17.483908,17.473731,17.956552,18.118508,18.111626,18.111554,17.748423,17.546743,17.546743,17.546743,17.463387,17.463387,17.247967,17.247967,17.247967,17.274127,17.274127
1999,17.965856,17.965856,17.963478,17.988997,18.509706,17.902707,17.902707,17.911313,18.461199,18.673855,18.667936,18.667881,18.258062,18.065302,18.065302,18.065302,17.984694,17.984694,17.896516,17.896516,17.896516,17.954414,17.954414
2000,17.447457,17.447457,17.445667,17.459992,17.887812,17.433506,17.433506,17.400087,17.938602,18.092225,18.085984,18.085921,17.657094,17.485247,17.485247,17.485247,17.385416,17.385416,17.356754,17.356754,17.356754,17.347860,17.347860
2001,18.378691,18.378691,18.442770,18.391320,18.814075,18.325921,18.325335,18.320604,18.762546,18.913894,18.905854,18.905777,18.661044,18.495164,18.495164,18.495164,18.376942,18.376942,18.358838,18.358838,18.358838,18.351534,18.351534
2002,,19.518967,18.945589,19.545728,19.938758,19.375188,19.375397,19.428444,19.832759,20.009233,20.000801,20.000719,19.823797,19.663588,19.663588,19.663588,19.530505,19.530505,19.511405,19.511405,19.511405,19.539185,19.539185
2003,,,20.988017,20.886417,21.335187,20.840839,20.840839,20.799494,21.268492,21.393463,21.385031,21.384953,21.150606,20.998809,20.998809,20.998809,20.865013,20.865013,20.816143,20.816143,20.816143,20.829418,20.829418
2004,,,,20.366814,20.757747,20.266241,20.266244,20.208334,20.631411,20.788528,20.777853,20.777747,20.577331,20.426783,20.426783,20.426783,20.291957,20.291957,20.272160,20.272160,20.272160,20.240886,20.240886
2005,,,,,21.107405,20.623659,20.623659,20.568529,20.988575,21.074903,21.060768,21.060620,20.964398,20.811671,20.811671,20.811671,20.676930,20.676930,20.656651,20.656651,20.656651,20.613729,20.613729
2006,,,,,,20.594386,20.594386,20.576086,20.972457,21.160842,21.137231,21.137011,21.063784,20.908296,20.908296,20.908296,20.756605,20.756605,20.732158,20.732158,20.732158,20.683714,20.683714
2007,,,,,,,21.824719,21.761857,22.205552,22.356964,22.324124,22.323786,22.250012,22.097978,22.159968,22.159968,21.990820,21.991287,21.965253,21.965253,21.965253,21.909530,21.909530
2008,,,,,,,,20.702906,21.070607,21.198951,21.154970,21.154544,21.103702,20.953882,20.984973,20.984973,20.826457,20.826655,20.802156,20.802156,20.802156,20.727444,20.727444
2009,,,,,,,,,19.773153,19.997304,19.956681,19.955065,19.946869,19.811197,19.811197,19.811197,19.665236,19.666365,19.642089,19.642089,19.642089,19.593012,19.593012
2010,,,,,,,,,,19.233556,19.251985,19.282494,19.112819,18.967428,18.987456,18.987456,18.830685,18.831122,18.806643,18.806643,18.806643,18.774650,18.774650
2011,,,,,,,,,,,19.051977,19.086503,18.767451,18.619824,18.764787,18.764787,18.616660,18.617188,18.595124,18.595124,18.595124,18.565663,18.565663
2012,,,,,,,,,,,,17.452612,17.103429,16.967631,17.363417,17.363417,17.236437,17.242223,17.224335,17.224335,17.224335,17.199621,17.199621
2013,,,,,,,,,,,,,16.605250,16.444789,16.609970,16.609970,16.499107,16.504208,16.492018,16.492033,16.492033,16.466369,16.466369
2014,,,,,,,,,,,,,,15.557531,15.725627,15.725627,15.629805,15.634585,15.619105,15.620711,15.620711,15.596953,15.596953
2015,,,,,,,,,,,,,,,15.924559,15.924559,15.800490,15.804390,15.788593,15.798646,15.798646,15.777737,15.777737
2016,,,,,,,,,,,,,,,,16.275960,16.168028,16.194041,16.179449,16.208642,16.208642,16.190573,16.190573
2017,,,,,,,,,,,,,,,,,16.560138,16.581632,16.568524,16.597781,16.597781,16.574032,16.574032
2018,,,,,,,,,,,,,,,,,,15.672912,15.662099,15.691356,15.691356,15.671073,15.671073
2019,,,,,,,,,,,,,,,,,,,15.680998,15.764278,15.764278,15.738602,15.738602
2020,,,,,,,,,,,,,,,,,,,,14.788604,14.788604,14.801238,14.801238
2021,,,,,,,,,,,,,,,,,,,,,15.473899,15.486400,15.486400
2022,,,,,,,,,,,,,,,,,,,,,,16.121650,16.121650
2023,,,,,,,,,,,,,,,,,,,,,,,16.896915
