"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,20.359165,7.087344,5.127946,3.898635,4.245240,,,
1991,15.129796,4.757216,3.791591,2.954420,3.626570,,,
1992,14.356402,5.361375,3.097769,2.853604,3.043653,,,
1993,14.951275,5.960950,2.930770,3.005137,3.054418,,,
1994,14.052489,4.672848,3.090282,3.187089,3.102271,,,
1995,14.871158,5.277143,2.880956,3.374011,3.339048,,,
1996,15.504725,5.101604,2.869897,3.729360,3.803863,,,
1997,16.574506,5.575583,3.102886,4.089685,3.806351,,,
1998,17.239722,6.259683,3.104848,4.201131,3.674060,,,
1999,17.981741,6.480726,2.936811,4.475949,4.088255,,,
2000,17.285184,5.831824,3.064964,4.501435,3.886961,,,
2001,18.256482,6.367488,3.201738,4.549706,4.137550,,,
2002,19.379845,7.253162,3.096893,4.827435,4.202355,,,
2003,20.785746,7.900712,3.163565,5.225629,4.495841,,,
2004,20.166503,6.810359,3.567870,5.397234,4.391040,,,
2005,20.545840,6.835525,3.695826,5.563061,4.451427,,,
2006,20.570348,6.656874,3.822322,5.917898,4.173254,,,
2007,21.824603,7.845502,3.812982,6.341178,3.824940,,,
2008,20.727621,6.798522,3.813133,6.171188,3.944778,,,
2009,19.664105,6.389442,3.122342,6.180332,3.971989,,,
2010,18.903429,5.901517,2.997625,5.948900,4.055387,,,
2011,18.652235,6.273936,2.762228,5.797586,3.818485,,,
2012,17.359567,5.874040,2.396746,5.617127,3.471654,,,
2013,16.639684,5.261335,2.371213,5.701957,3.305179,,,
2014,15.719192,4.763485,2.310838,5.644312,3.000557,,,
2015,16.154327,4.740889,2.210782,5.952361,3.250295,,,
2016,16.571021,4.873375,2.218446,6.172596,3.306605,,,
2017,16.871281,4.491666,2.415291,6.639011,3.325313,,,
2018,15.976257,3.936353,2.400778,6.406855,3.232271,,,
2019,16.036777,3.912226,2.408016,6.584904,3.131630,,,
2020,15.101056,3.696051,2.404546,5.792045,3.208415,,,
2021,15.833456,3.769359,2.430356,6.259349,3.374393,,,
2022,16.360445,4.106243,2.324630,6.731151,3.198420,,,
2023,17.191765,4.097383,2.450683,7.581914,3.061785,,,
