"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,9.734239,0.835715,2.654291,5.835407,0.240293,0.168534
1991,9.226173,0.718225,2.347299,5.761922,0.227279,0.171448
1992,9.295583,0.647067,3.026633,5.198617,0.225061,0.198204
1993,8.001248,0.678737,2.311836,4.545736,0.225329,0.239610
1994,8.101013,0.658026,2.493201,4.528923,0.234443,0.186420
1995,7.824905,0.626336,2.397941,4.371798,0.253074,0.175756
1996,7.845362,0.795362,2.243113,4.369293,0.242009,0.195585
1997,8.504992,0.794662,2.354959,4.915419,0.243631,0.196321
1998,7.389734,0.737942,1.803340,4.349868,0.237283,0.261301
1999,8.082863,0.934243,2.103785,4.622750,0.253986,0.168099
2000,8.691102,0.955196,2.451863,4.657397,0.247079,0.379567
2001,8.403110,0.918609,2.074286,4.927991,0.259291,0.222932
2002,8.128409,0.789673,2.018304,4.829797,0.272897,0.217739
2003,7.919134,0.837343,1.911595,4.578890,0.270171,0.321134
2004,8.646220,0.954968,2.296137,4.863099,0.269090,0.262926
2005,8.530598,0.820499,2.243419,4.891082,0.280790,0.294808
2006,8.611282,0.821415,2.215225,4.951505,0.288534,0.334602
2007,8.872650,0.840306,2.430231,4.873974,0.295317,0.432823
2008,9.862191,0.825503,2.478639,5.843741,0.299075,0.415233
2009,7.758634,0.802072,2.081607,4.127049,0.303239,0.444667
2010,8.624927,0.794073,2.657346,4.388109,0.306804,0.478594
2011,8.898991,0.748358,2.618756,4.655886,0.309284,0.566707
2012,8.225785,0.719397,2.270265,4.262656,0.319653,0.653813
2013,6.186662,0.707116,0.880736,3.689587,0.325837,0.583386
2014,6.077843,0.666629,0.960111,3.527673,0.326264,0.597167
2015,6.586531,0.701911,1.112330,3.786520,0.343592,0.642178
2016,5.720172,0.711125,0.432248,3.604655,0.341126,0.631018
2017,6.269391,0.714612,0.397150,4.034653,0.342593,0.780384
2018,5.957421,0.708684,0.229721,4.047308,0.350685,0.621023
2019,5.973421,0.724455,0.229201,4.037422,0.358405,0.623938
2020,6.177385,0.718726,0.285297,4.116577,0.363014,0.693770
2021,6.057789,0.755045,0.200532,4.128404,0.369277,0.604531
2022,5.614806,0.761389,0.110022,3.728426,0.373735,0.641234
2023,5.544080,0.810827,0.131686,3.682251,0.380274,0.539042
