"YYYYMM","Diesel","Natural gas","Flaring"
201001,0.400860,4.448720,0.715890
201002,0.243766,4.230534,0.251800
201003,0,5.703718,0.446952
201004,0,4.820218,0.360844
201005,0.387317,4.881896,0.141553
201006,0,4.860717,0.094025
201007,0.422528,5.003777,2.230850
201008,0,5.086410,0.219652
201009,1.565520,1.967307,0.273809
201010,0.260017,5.513948,0.060528
201011,0,5.702770,0.007005
201012,0,6.226270,0.007903
201101,0,6.524466,0.046744
201102,0.785468,5.998174,0.185052
201103,0,6.636917,0.807236
201104,0,4.493137,0.413165
201105,1.308211,2.060677,0.147557
201106,0.406277,3.638981,0.055699
201107,0,4.041419,0.139685
201108,0,4.057812,0.022459
201109,0.189596,3.656431,0.137048
201110,0.243766,4.205484,0.030566
201111,0,4.192109,0.051999
201112,0,4.289488,0.222936
201201,0,5.106312,0.001217
201202,0,5.035882,0.098880
201203,0,5.587001,0.009316
201204,0.352107,4.348045,0.288527
201205,0.195013,4.669028,0.337443
201206,0,4.318191,0.032207
201207,0.162511,4.998244,0.012491
201208,0,3.888306,0.006282
201209,1.256749,1.439399,0.195203
201210,0.157094,3.675228,0.012864
201211,0.484824,3.637079,0.031378
201212,0.243766,3.729302,0.564840
201301,0,3.982804,0.032402
201302,0.181470,3.492681,0.133630
201303,0.357524,3.914373,0.118671
201304,0,4.862652,0.080233
201305,2.126182,4.257112,0.524838
201306,1.763241,3.765961,0.061710
201307,2.573086,3.931776,0.135658
201308,2.567669,0.456888,0.151919
201309,7.879061,0.000002,0.513874
201310,8.223042,0,0.098787
201311,4.339036,2.973769,2.035370
201312,3.332824,4.868036,1.139887
201401,3.277299,4.917804,0.009453
201402,0.262726,4.558157,0.210596
201403,0.073130,5.029938,0.048656
201404,0.130009,4.977378,0.101533
201405,0.162511,4.636488,1.095630
201406,0.438779,4.166743,0.243019
201407,0.368358,4.622096,0.032963
201408,0.362941,5.245742,0.110009
201409,0.270851,6.740573,0.119148
201410,0.216681,11.581693,0.093372
201411,0.243766,12.711818,0.026128
201412,0,15.192804,0.069902
201501,0.709630,15.177324,0.055017
201502,0,14.103091,0.422468
201503,0,16.565260,0.051082
201504,1.327171,7.171079,0.410336
201505,0,15.205810,0.321387
201506,0.406277,15.366496,0.225384
201507,0,14.900578,0.190546
