"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2015,-3.060000,-0.570000,-0.110000,0,-0.040000,"NaN","NaN"
2016,1.100000,-0.110000,0.190000,-0.060000,-0.010000,"NaN","NaN"
2017,-0.870000,0.030000,0.420000,-0.530000,0.020000,"NaN","NaN"
2018,1.290000,-0.040000,-0.560000,0.410000,0.040000,"NaN","NaN"
2019,-2.860000,0.750000,0.020000,0.260000,0.210000,"NaN","NaN"
2020,2.070000,0.150000,-0.020000,-1.370000,0.140000,"NaN","NaN"
2021,-1.670000,-0.650000,0.040000,2.230000,0.020000,"NaN","NaN"
