"Year","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,0.227290,0.203053,0.203061,0.203061,0.203062,0.203065,0.203065,0.201620,0.203105,0.200813,0.198775,0.198782,0.198969,0.198968,0.198968,0.198968,0.198971,0.198971,0.198971,0.198971
1991,,0.210771,0.210779,0.210779,0.210780,0.210792,0.210781,0.209437,0.210818,0.208025,0.206147,0.206153,0.206328,0.206326,0.206326,0.206326,0.206329,0.206329,0.206329,0.206329
1992,,0.211657,0.211665,0.211667,0.211668,0.211686,0.211668,0.210412,0.211702,0.208563,0.206776,0.206783,0.206949,0.206948,0.206948,0.206948,0.206950,0.206950,0.206950,0.206950
1993,,0.219974,0.219983,0.219982,0.219983,0.220004,0.219983,0.218816,0.220014,0.216614,0.214868,0.214873,0.215034,0.215032,0.215032,0.215032,0.215034,0.215034,0.215034,0.215034
1994,,0.206047,0.206055,0.206055,0.206056,0.206075,0.206054,0.204952,0.206083,0.202623,0.200961,0.200957,0.201110,0.201109,0.201109,0.201109,0.201111,0.201111,0.201111,0.201111
1995,,0.209378,0.209386,0.209386,0.209387,0.209422,0.209405,0.208372,0.209432,0.205645,0.204056,0.204052,0.204202,0.204200,0.204200,0.204200,0.204202,0.204202,0.204202,0.204202
1996,,0.211551,0.211559,0.211558,0.211559,0.211607,0.211598,0.210638,0.211623,0.207295,0.205809,0.205806,0.205957,0.205954,0.205959,0.205959,0.205960,0.205960,0.205960,0.205960
1997,,0.223840,0.223848,0.223846,0.223847,0.223886,0.223889,0.222999,0.223913,0.219711,0.218235,0.218233,0.218367,0.218365,0.218371,0.218366,0.218376,0.218376,0.218372,0.218373
1998,,0.235132,0.235140,0.235141,0.235141,0.235167,0.235186,0.234359,0.235209,0.230582,0.229117,0.229115,0.229235,0.229233,0.229233,0.229228,0.229239,0.229239,0.229234,0.229235
1999,,0.234279,0.234288,0.234288,0.234289,0.234336,0.234312,0.233530,0.234335,0.229369,0.226449,0.226434,0.226562,0.226560,0.226560,0.226555,0.226566,0.226566,0.226562,0.226562
2000,,0.227519,0.227528,0.227527,0.227528,0.227572,0.227531,0.226798,0.227555,0.222669,0.216750,0.216724,0.216856,0.216854,0.216854,0.216849,0.216860,0.216860,0.216856,0.216857
2001,,0.225606,0.225614,0.225615,0.225617,0.225631,0.225597,0.224908,0.225623,0.220228,0.214585,0.214550,0.214666,0.214665,0.214665,0.214660,0.214671,0.214671,0.214667,0.214668
2002,,0.230541,0.230549,0.230549,0.230551,0.230564,0.230533,0.229899,0.230559,0.225038,0.219947,0.219900,0.220014,0.220012,0.220012,0.220008,0.220018,0.220018,0.220014,0.220015
2003,0.239862,0.240012,0.240020,0.240021,0.240024,0.240035,0.239996,0.239419,0.240020,0.234124,0.229266,0.229198,0.229348,0.229346,0.229346,0.229340,0.229355,0.229355,0.229349,0.229349
2004,,0.240177,0.240185,0.240185,0.240187,0.240198,0.240155,0.239641,0.240179,0.233958,0.229296,0.229239,0.229381,0.229380,0.229380,0.229372,0.229391,0.229391,0.229383,0.229383
2005,,,0.239820,0.239961,0.239965,0.239969,0.239919,0.239421,0.239948,0.233460,0.228970,0.228875,0.228969,0.228970,0.228970,0.228953,0.228986,0.228986,0.228972,0.228962
2006,,,,0.241615,0.241610,0.241609,0.241552,0.241069,0.241587,0.234981,0.231217,0.231054,0.231097,0.231099,0.231099,0.231075,0.231121,0.231121,0.231101,0.231089
2007,,,,,0.211280,0.210963,0.210904,0.210430,0.210945,0.204588,0.200920,0.200736,0.200764,0.200767,0.200767,0.200738,0.200794,0.200794,0.200769,0.200734
2008,,,,,,0.229922,0.229849,0.229382,0.229892,0.223345,0.219699,0.219491,0.219504,0.219507,0.219507,0.219474,0.219536,0.219536,0.219508,0.219470
2009,,,,,,,0.214148,0.213678,0.214188,0.209013,0.205591,0.205349,0.205352,0.205354,0.205354,0.205331,0.205375,0.205375,0.205354,0.205338
2010,,,,,,,,0.198981,0.199564,0.194122,0.191048,0.190814,0.190806,0.190808,0.190808,0.190782,0.190830,0.190830,0.190808,0.190783
2011,,,,,,,,,0.184803,0.179995,0.177088,0.176826,0.176780,0.176776,0.176777,0.176737,0.176782,0.176782,0.176759,0.176727
2012,,,,,,,,,,0.188560,0.185632,0.185418,0.185318,0.185314,0.185315,0.185271,0.185325,0.185325,0.185297,0.185263
2013,,,,,,,,,,,0.192864,0.192626,0.192540,0.192536,0.192537,0.192495,0.192545,0.192545,0.192518,0.192493
2014,,,,,,,,,,,0.161542,0.161331,0.161102,0.161108,0.161239,0.161176,0.161259,0.161259,0.161216,0.161186
2015,,,,,,,,,,,,0.159551,0.158885,0.158931,0.159711,0.159621,0.159774,0.159774,0.159693,0.159668
2016,,,,,,,,,,,,,0.148362,0.148887,0.149881,0.149547,0.149838,0.149838,0.149687,0.149653
2017,,,,,,,,,,,,,,0.155139,0.156280,0.155279,0.155769,0.155769,0.155515,0.155476
2018,,,,,,,,,,,,,,,0.143750,0.142307,0.142950,0.142950,0.142619,0.142573
2019,,,,,,,,,,,,,,,,0.148400,0.149026,0.149022,0.148697,0.148655
2020,,,,,,,,,,,,,,,,,0.141996,0.141929,0.141624,0.141605
2021,,,,,,,,,,,,,,,,,,0.145884,0.145618,0.145595
2022,,,,,,,,,,,,,,,,,,,0.128352,0.128336
2023,,,,,,,,,,,,,,,,,,,,0.131221
