"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,232.013424,198.970856,21.028862,8.454251,0.000096,3.559360
1991,223.328681,206.329151,20.954336,8.703797,0.005956,-12.664559
1992,234.708733,206.950491,20.454326,8.669320,0.065955,-1.431358
1993,238.405427,215.034420,19.539075,8.491429,0.147116,-4.806614
1994,244.567417,201.111090,19.609162,8.456173,0.360104,15.030888
1995,234.460114,204.201614,19.589756,8.388580,1.072015,1.208149
1996,228.175328,205.960367,19.922997,8.270528,1.370547,-7.349112
1997,256.992530,218.372535,19.610349,8.302602,1.719762,8.987282
1998,259.780532,229.234510,19.474730,7.957073,2.242827,0.871392
1999,255.411234,226.562182,18.751881,7.722813,2.815642,-0.441285
2000,272.160398,216.856612,18.329013,7.642030,3.623633,25.709109
2001,247.981628,214.667762,19.425387,7.571828,4.454992,1.861660
2002,255.084353,220.015092,19.667215,7.613120,5.142831,2.646095
2003,266.553037,229.349080,19.857999,7.619864,5.735241,3.990853
2004,269.027812,229.383224,20.011188,7.082388,6.363422,6.187590
2005,269.558433,228.962048,20.525644,7.179967,6.688214,6.202561
2006,278.050951,231.089428,21.465821,7.327566,7.080922,11.087215
2007,258.064199,200.734436,21.747231,7.384345,7.846751,20.351437
2008,279.860947,219.469783,21.944718,7.562671,8.414347,22.469428
2009,261.455862,205.338362,21.715451,7.502197,8.012742,18.887110
2010,244.881071,190.783421,21.057587,7.304305,8.466760,17.268997
2011,223.158385,176.727197,21.468118,7.637894,8.901728,8.423449
2012,232.400174,185.262688,21.959842,7.497811,9.238656,8.441177
2013,233.407680,192.493420,21.012203,7.254786,9.387513,3.259759
2014,202.088244,161.186426,21.146132,7.153372,9.563365,3.038948
2015,198.647198,159.667605,20.985957,7.217491,9.586251,1.189894
2016,186.797966,149.653396,21.119699,7.072697,9.230959,-0.278785
2017,193.010753,155.476135,20.606767,7.063244,9.529316,0.335292
2018,189.882858,142.573210,20.932689,7.220146,9.714564,9.442249
2019,189.560888,148.655135,21.762012,7.328934,9.391549,2.423259
2020,174.377024,141.604521,21.865954,7.241392,8.819927,-5.154771
2021,174.274489,145.594572,21.557741,7.250158,8.251690,-8.379673
2022,157.652152,128.335899,21.404832,7.315377,7.889074,-7.293030
2023,160.039251,131.221122,21.455355,7.152744,7.512722,-7.302692
