"Year","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-0.007348,-0.007345,-0.008320,-0.008320,-0.008219,-0.008215,-0.008215,-0.009471,-0.009471,0.004269,0.003199,0.005209,0.006641,0.006641,0.006666,0.007268,0.007268,0.006614,0.003278
1991,-0.008939,-0.008935,-0.008355,-0.008355,-0.008254,-0.008250,-0.008250,-0.009507,-0.009507,0.007146,-0.010185,-0.010857,-0.009423,-0.009423,-0.008961,-0.008358,-0.008358,-0.009609,-0.012946
1992,-0.007249,-0.007252,-0.008390,-0.008390,-0.008289,-0.008286,-0.008286,-0.009542,-0.009542,0.007088,0.000687,0.000265,0.001700,0.001700,0.001872,0.002474,0.002474,0.001626,-0.001714
1993,-0.007062,-0.007066,-0.008425,-0.008425,-0.008324,-0.008321,-0.008321,-0.009577,-0.009577,0.007562,-0.002371,-0.003081,-0.001643,-0.001643,-0.001376,-0.000773,-0.000773,-0.001748,-0.005090
1994,-0.007517,-0.007512,-0.008461,-0.008461,-0.008360,-0.008356,-0.008356,-0.009612,-0.009612,0.007936,0.017459,0.016559,0.017999,0.017999,0.017748,0.018352,0.018352,0.018090,0.014747
1995,-0.009394,-0.009392,-0.008496,-0.008496,-0.008395,-0.008391,-0.008391,-0.009648,-0.009648,0.007218,0.002871,0.002869,0.004311,0.004311,0.004432,0.005035,0.005035,0.004268,0.000924
1996,-0.007931,-0.007931,-0.008530,-0.008530,-0.008429,-0.008426,-0.008426,-0.009682,-0.009682,0.007798,-0.005201,-0.005608,-0.004164,-0.004164,-0.003811,-0.003207,-0.003207,-0.004288,-0.007634
1997,-0.003846,-0.003850,-0.004947,-0.004947,-0.004951,-0.003461,-0.003461,-0.009412,-0.009412,0.008474,0.006571,0.005995,0.007441,0.007441,0.007513,0.008123,0.008123,0.012517,0.008618
1998,-0.004880,-0.004880,-0.004938,-0.004938,-0.004942,-0.003452,-0.003452,-0.009142,-0.009142,0.008259,-0.002064,-0.001925,-0.000476,-0.000476,-0.000166,0.000449,0.000449,0.004338,0.000486
