"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,0.854503,0.305291,0.039805,0.107189,0.059228,0.342991
2001,1.066958,0.326938,0.045401,0.105860,0.062249,0.526511
2002,1.077893,0.335842,0.038576,0.109600,0.065063,0.528812
2003,1.029145,0.344345,0.038240,0.110108,0.068261,0.468191
2004,1.321218,0.364417,0.040198,0.109212,0.069100,0.738290
2005,1.307115,0.377183,0.039017,0.110132,0.071103,0.709681
2006,1.739005,0.393635,0.035458,0.116406,0.078006,1.115500
2007,1.488974,0.419664,0.033218,0.116158,0.077642,0.842292
2008,1.422834,0.409754,0.033707,0.109653,0.078057,0.791664
2009,1.576343,0.424112,0.034532,0.103167,0.081331,0.933200
2010,1.212770,0.454958,0.031550,0.108082,0.088657,0.529522
2011,1.322707,0.519446,0.032031,0.116832,0.086176,0.568223
2012,1.482689,0.551334,0.036326,0.115774,0.088443,0.690812
2013,1.446972,0.530060,0.035875,0.106566,0.095076,0.679395
2014,1.790440,0.539153,0.044187,0.113150,0.098107,0.995844
2015,2.555819,0.549956,0.047847,0.128045,0.099695,1.730276
2016,1.812066,0.535998,0.053746,0.124918,0.103957,0.993447
2017,1.599761,0.582068,0.055846,0.120694,0.113560,0.727594
2018,1.367605,0.614425,0.056796,0.119447,0.121306,0.455631
2019,1.787686,0.655568,0.058682,0.126675,0.128107,0.818654
2020,1.293665,0.605367,0.054975,0.126937,0.130511,0.375877
2021,1.284145,0.623127,0.058394,0.140173,0.136171,0.326281
2022,1.382855,0.738753,0.057362,0.135566,0.138862,0.312312
