"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,0.854503,0.305177,0.171490,0.034564,0.000281,0.342991
2001,1.066958,0.333647,0.172319,0.034199,0.000281,0.526511
2002,1.077893,0.336738,0.176248,0.035813,0.000281,0.528812
2003,1.029145,0.346258,0.178919,0.035496,0.000281,0.468191
2004,1.321218,0.369006,0.177640,0.036001,0.000281,0.738290
2005,1.307115,0.381134,0.179605,0.036414,0.000281,0.709681
2006,1.739005,0.394618,0.190937,0.037657,0.000293,1.115500
2007,1.488974,0.419395,0.188051,0.038953,0.000283,0.842292
2008,1.422834,0.409162,0.181653,0.040072,0.000284,0.791664
2009,1.576343,0.424985,0.176484,0.041391,0.000282,0.933200
2010,1.212770,0.451633,0.189267,0.042188,0.000159,0.529522
2011,1.322707,0.516522,0.195785,0.042129,0.000048,0.568223
2012,1.482689,0.552586,0.194109,0.045133,0.000048,0.690812
2013,1.446972,0.530668,0.193932,0.042926,0.000051,0.679395
2014,1.790440,0.549093,0.199635,0.045829,0.000040,0.995844
2015,2.555819,0.562928,0.215267,0.047297,0.000051,1.730276
2016,1.812066,0.555966,0.215631,0.046973,0.000049,0.993447
2017,1.599761,0.603078,0.217387,0.051659,0.000044,0.727594
2018,1.367605,0.649263,0.211685,0.050977,0.000048,0.455631
2019,1.787686,0.692000,0.226562,0.050424,0.000047,0.818654
2020,1.293665,0.641959,0.225133,0.050648,0.000049,0.375877
2021,1.284145,0.663614,0.241767,0.052435,0.000048,0.326281
2022,1.382855,0.777299,0.241456,0.051732,0.000056,0.312312
