"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,142.601536,118.720638,33.400603,6.540038,0,-16.059743
1991,146.040297,119.022816,34.989283,6.804513,0,-14.776314
1992,139.810243,111.558224,36.588917,6.807613,0,-15.144511
1993,141.627979,110.183519,40.106344,6.411342,0,-15.073227
1994,138.440401,105.849643,41.698433,5.970900,0,-15.078574
1995,140.850780,105.206649,44.415907,5.887282,0,-14.659059
1996,149.131927,108.543134,44.576876,5.699010,0,-9.687093
1997,148.354309,107.458675,45.205569,5.964583,0,-10.274519
1998,150.084192,106.306762,46.623018,6.047847,0,-8.893435
1999,153.330500,110.291260,47.551299,5.894768,0,-10.406826
2000,160.626678,115.536705,47.986911,5.892507,0.001002,-8.790448
2001,160.689732,114.609149,48.091990,5.921319,0.001854,-7.934580
2002,169.557682,118.755511,49.282221,5.937136,0.001854,-4.419041
2003,162.822368,113.019928,49.420683,6.161571,0.003008,-5.782823
2004,163.342931,113.264898,50.196319,6.444657,0.008587,-6.571530
2005,164.331307,109.570322,49.907770,6.816476,0.009209,-1.972470
2006,169.294134,111.596216,52.024913,7.089973,0.013597,-1.430565
2007,170.278640,110.251917,53.402190,7.581315,0.013605,-0.970386
2008,176.993254,112.610640,55.520518,8.111549,0.016676,0.733872
2009,174.761916,111.479239,55.078998,7.737215,0.017236,0.449227
2010,172.319281,109.468183,54.973393,8.027050,0.018136,-0.167481
2011,168.854905,107.109294,54.915797,8.445769,0.027345,-1.643302
2012,164.362273,102.530516,55.096925,8.853329,0.038860,-2.157357
2013,167.952493,105.528305,54.151508,9.874313,0.045316,-1.646949
2014,166.701109,107.422576,53.044245,10.257578,0.053750,-4.077041
2015,163.099520,102.516988,53.805572,10.588467,0.084696,-3.896203
2016,168.300529,105.078069,55.226627,10.881051,0.164054,-3.049272
2017,169.860564,103.598480,56.786454,11.103958,0.252021,-1.880348
2018,186.534630,116.265603,59.695517,11.477085,0.412864,-1.316439
2019,186.355821,115.397182,60.437485,11.779879,0.701353,-1.960079
2020,184.957513,118.377696,57.053374,11.671103,0.843910,-2.988569
2021,207.647952,139.234866,59.842877,12.170629,0.929272,-4.529693
2022,201.153886,135.546554,60.199226,12.742400,1.125965,-8.460259
