"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.192879,0.710159,0.000003,0.322099,0.160618,
1991,1.249617,0.729327,0.000004,0.355159,0.165128,
1992,1.306747,0.755463,0.000004,0.381472,0.169808,
1993,1.432369,0.866161,0.000003,0.391829,0.174376,
1994,1.489230,0.914689,0.000002,0.396365,0.178174,
1995,1.586282,1.016092,0.000001,0.388081,0.182108,
1996,1.592031,1.031268,0.000002,0.374465,0.186297,
1997,1.614485,1.050908,0.000001,0.373087,0.190488,
1998,1.665108,1.097416,0.000002,0.373424,0.194266,
1999,1.698261,1.121998,0.000003,0.378184,0.198076,
2000,1.713818,1.132159,0.000008,0.379512,0.202139,
2001,1.717571,1.136256,0.000009,0.375235,0.206071,
2002,1.760079,1.166173,0.000011,0.382093,0.211802,
2003,1.765024,1.146310,0.000014,0.403502,0.215199,
2004,1.792726,1.149830,0.000013,0.424276,0.218607,
2005,1.782420,1.115143,0.000013,0.445234,0.222031,
2006,1.858033,1.163831,0.000014,0.467650,0.226538,
2007,1.907221,1.180820,0.000014,0.495053,0.231334,
2008,1.982880,1.215170,0.000015,0.530742,0.236948,0.000004
2009,1.967143,1.157546,0.000013,0.566920,0.242628,0.000036
2010,1.963344,1.107911,0.000016,0.605373,0.250035,0.000008
2011,1.961288,1.066561,0.000021,0.637319,0.257378,0.000009
2012,1.967748,1.029382,0.000020,0.674584,0.263762,0.000001
2013,1.934016,0.977689,0.000015,0.686821,0.269458,0.000034
2014,1.894444,0.917273,0.000014,0.700712,0.276438,0.000007
2015,1.921647,0.910063,0.000012,0.727734,0.283819,0.000019
2016,1.972380,0.921750,0.000015,0.759046,0.291568,0.000000
2017,2.028090,0.936621,0.000021,0.792480,0.298965,0.000002
2018,2.131988,1.012195,0.000019,0.815473,0.304295,0.000005
2019,2.158483,1.003313,0.000037,0.842609,0.312522,0.000002
2020,2.037788,0.855094,0.000039,0.859622,0.322865,0.000168
2021,2.137260,0.930809,0.000098,0.871222,0.335117,0.000014
2022,2.149973,0.895248,0.000072,0.907927,0.346725,0.000001
