"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-0.053247,0.086549,-0.068016,0.000137,0.047464,0.000092,0.002108,0
1991,-0.121004,0.086438,-0.068091,0.000137,0.047776,0.000092,0.001971,0
1992,-0.526899,0.086348,-0.068125,0.000134,0.047990,0.000089,0.002212,0
1993,-0.651056,0.086404,-0.068307,0.000138,0.048189,0.000095,-0.000451,0
1994,-0.501643,0.086322,-0.068355,0.000148,0.048419,0.000092,-0.002233,0
1995,-0.570749,0.086389,-0.068411,0.000151,0.048729,0.000089,-0.012442,0
1996,-0.603531,0.086435,-0.068473,0.000168,0.048901,0.000087,-0.015463,0
1997,-0.685658,0.086393,-0.068654,0.000181,0.049238,0.000084,-0.019295,0
1998,-0.573403,0.085092,-0.065451,0.000181,0.049009,0.000081,-0.025272,0
1999,-0.649385,0.083651,-0.062189,0.000374,0.048590,0.000071,-0.015165,0
2000,-0.657099,0.087353,-0.064509,0.001431,0.049461,0.000041,-0.018405,0
2001,-0.639564,0.085789,-0.061286,0.001663,0.049331,0.000038,-0.013920,0
2002,-0.664148,0.084085,-0.058063,0.001952,0.049066,0.000036,-0.010158,0
2003,-0.647923,0.082533,-0.054910,0.002159,0.048841,0.000033,-0.006078,0
2004,-0.676357,0.080946,-0.051596,0.002401,0.048616,0.000023,-0.023156,0
2005,-0.637730,0.079465,-0.048294,0.002684,0.048482,0.000020,-0.017690,0
2006,-0.562583,0.077292,-0.045493,0.002933,0.047171,0.000042,-0.010857,0
2007,-0.475328,0.075446,-0.042604,0.002935,0.045824,0.000045,-0.004856,0
2008,-0.467520,0.061046,-0.049056,0.002190,0.036969,0.000266,0.000416,0
2009,-0.473553,0.056145,-0.042576,0.002206,0.033754,0.000283,-0.004940,0
2010,-0.235000,0.055185,-0.040140,0.002235,0.033523,0.000317,-0.026948,0
2011,-0.317864,0.044523,-0.035377,0.002250,0.033536,0.000319,-0.036855,0
2012,-0.390096,0.013906,-0.030870,0.002245,0.033618,0.000321,-0.034623,0
2013,-0.571889,-0.005381,-0.020106,0.002255,0.048693,0.000197,-0.024160,0
2014,-0.482792,-0.032960,-0.016016,0.002235,0.047889,0.000203,-0.020845,0
2015,-0.425365,-0.044867,-0.011806,0.002281,0.046901,0.000205,-0.023781,0
2016,-0.499682,-0.061111,-0.017167,0.002282,0.035255,0.000168,-0.020810,0
2017,-0.435173,-0.068927,-0.013477,0.002285,0.034650,0.000174,0.004410,0
2018,-0.298306,-0.071507,-0.012378,0.002331,0.034521,0.000182,0.006260,0
2019,-0.420900,-0.073900,-0.007249,0.002195,0.035329,0.000071,0.005448,0
2020,-0.494552,-0.073775,-0.006347,0.001925,0.033696,0.000071,-0.004899,0
2021,-0.647985,-0.074425,-0.005508,0.001693,0.031937,0.000071,-0.009106,0
2022,-0.693270,-0.074955,-0.004694,0.001401,0.030307,0.000071,-0.003858,0
2023,-0.618879,-0.075537,-0.003810,0.001187,0.028619,0.000071,-0.007254,0
2024,-0.581309,-0.079046,-0.003060,0.000938,0.032593,0.000071,-0.005425,0
