"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,12.771374,11.795723,0.681904,0.277880,0.000903,0.014962
1991,13.327744,12.406946,0.685491,0.287106,0.001007,-0.052805
1992,12.688750,12.175951,0.672416,0.292657,0.006101,-0.458374
1993,12.724308,12.324791,0.683972,0.287670,0.012986,-0.585111
1994,12.027532,11.510477,0.656081,0.284099,0.014248,-0.437373
1995,9.577828,9.120933,0.673400,0.284618,0.015244,-0.516367
1996,9.604587,9.172117,0.679071,0.287997,0.017401,-0.551999
1997,8.879218,8.534373,0.677409,0.285209,0.020063,-0.637835
1998,8.093291,7.643404,0.675765,0.281296,0.022713,-0.529887
1999,8.496921,8.106087,0.674100,0.285137,0.025773,-0.594176
2000,9.068280,8.689250,0.667636,0.282985,0.030315,-0.601907
2001,9.594071,9.192457,0.672612,0.269604,0.037519,-0.578123
2002,10.351216,9.965767,0.672843,0.268883,0.041121,-0.597399
2003,10.826216,10.438385,0.668277,0.253096,0.041965,-0.575507
2004,12.153484,11.803607,0.653693,0.272750,0.042711,-0.619278
2005,12.454758,12.063653,0.660657,0.261673,0.041989,-0.573213
2006,12.363214,11.893756,0.655256,0.260766,0.045076,-0.491638
2007,11.868619,11.290705,0.664207,0.262716,0.049665,-0.398674
2008,11.741340,11.155642,0.679060,0.270058,0.052408,-0.415828
2009,11.178810,10.609667,0.677317,0.266759,0.053883,-0.428816
2010,11.982563,11.180725,0.683915,0.272520,0.056361,-0.210957
2011,11.759782,11.080926,0.653946,0.275069,0.059434,-0.309593
2012,11.426786,10.850533,0.651392,0.268494,0.061986,-0.405619
2013,10.737280,10.317043,0.656362,0.268515,0.065821,-0.570461
2014,10.306651,9.801296,0.666228,0.271207,0.070270,-0.502350
2015,9.880527,9.329178,0.668065,0.269202,0.070571,-0.456490
2016,9.540868,9.073077,0.682527,0.277029,0.069348,-0.561113
2017,9.807805,9.247230,0.682696,0.282329,0.071649,-0.476099
2018,10.246516,9.552572,0.684057,0.283832,0.064987,-0.338932
2019,10.293549,9.746535,0.659825,0.286514,0.059708,-0.459033
2020,8.519393,8.065940,0.670066,0.271666,0.055628,-0.543908
2021,8.701055,8.406623,0.666626,0.277153,0.054001,-0.703350
2022,7.469268,7.271711,0.651162,0.239894,0.051526,-0.745025
2023,7.093264,6.838283,0.636590,0.245214,0.048807,-0.675631
