"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,10.270084,0.034821,6.244493,2.626715,1.360911,0.003144,,
1991,10.964706,0.036433,6.073149,3.224952,1.627025,0.003147,,
1992,10.804896,0.036329,5.724678,3.518288,1.498701,0.026900,,
1993,10.971781,0.038478,5.863446,3.562587,1.483513,0.023756,,
1994,10.253407,0.041479,5.146726,3.618147,1.424888,0.022167,,
1995,8.218263,0.103756,3.290116,3.375011,1.438544,0.010834,,
1996,8.324254,0.093093,3.131812,3.491362,1.589366,0.018622,,
1997,7.796908,0.105804,2.364683,3.760359,1.542931,0.023131,,
1998,7.062236,0.148312,1.316126,3.955453,1.608101,0.034244,,
1999,7.491242,0.168499,1.407248,4.388358,1.463805,0.063331,,
2000,8.050973,0.117857,1.343455,4.918349,1.659050,0.012263,,
2001,8.609737,0.282926,1.425957,5.177533,1.698977,0.024343,,
2002,9.366308,1.029191,1.320663,5.357058,1.645796,0.013601,,
2003,9.890821,1.033102,1.273700,5.895342,1.685393,0.003284,,
2004,11.203801,1.252564,1.363380,6.855073,1.732652,0.000132,,
2005,11.491299,1.236709,1.373520,7.219574,1.661366,0.000131,,
2006,11.270410,1.296676,1.472815,6.874051,1.626737,0.000130,,
2007,10.678757,1.171480,1.386192,6.582024,1.538935,0.000126,,
2008,10.602087,0.983644,1.338967,6.676742,1.602609,0.000125,,
2009,10.123289,1.181960,1.211489,6.136297,1.593419,0.000124,,
2010,10.679066,1.200016,1.270121,6.516529,1.692276,0.000124,,
2011,10.574304,1.003419,1.294361,6.880281,1.396118,0.000124,,
2012,10.379150,1.046074,1.246679,6.566221,1.520053,0.000123,,
2013,9.873677,0.696950,1.199910,6.440178,1.536517,0.000123,,
2014,9.367130,0.670061,1.180967,6.137599,1.378383,0.000121,,
2015,8.921273,0.462609,1.144720,5.716996,1.596829,0.000120,,
2016,8.662095,0.255975,1.196452,5.555228,1.654320,0.000119,,
2017,8.854805,0.247181,1.179151,5.717612,1.710744,0.000118,,
2018,9.190558,0.224894,1.201283,6.128125,1.636138,0.000117,,
2019,9.385135,0.210297,1.237317,6.305450,1.631954,0.000117,,
2020,7.688210,0.215603,1.140387,4.722495,1.609611,0.000114,,
2021,8.101797,0.265720,1.172732,5.019520,1.643710,0.000115,,
2022,6.945157,0.223167,1.014255,4.289958,1.417664,0.000113,,
2023,6.608280,0.184276,0.895239,4.125535,1.403116,0.000113,,
2024,6.385730,0.158492,0.955217,3.938346,1.333562,0.000113,,
