"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,-66.130414,3.244339,9.275267,0.493141,0.000234,-79.143396
1991,-63.068458,2.556277,10.043113,0.504763,0.000590,-76.173200
1992,-60.110347,3.219019,10.059691,0.536893,0.000931,-73.926881
1993,-56.915561,3.204792,10.134415,0.582989,0.001288,-70.839045
1994,-49.711325,3.034553,10.414909,0.626612,0.001632,-63.789032
1995,-47.556389,2.933749,10.267690,0.629847,0.001956,-61.389631
1996,-43.780956,2.996536,9.963075,0.694519,0.002290,-57.437375
1997,-40.843277,3.110118,11.530862,0.737043,0.002632,-56.223931
1998,-35.437147,2.660042,11.788071,0.752426,0.003000,-50.640687
1999,-31.544826,2.956773,12.534496,0.805433,0.003392,-47.844919
2000,-29.511381,2.883040,12.045279,0.961174,0.003817,-45.404690
2001,-25.132300,2.940771,12.495940,0.932014,0.004244,-41.505268
2002,-24.546686,2.962254,11.878146,0.971789,0.004704,-40.363579
2003,-14.602129,3.174273,12.061655,0.976107,0.006012,-30.820176
2004,-8.603859,3.843534,11.713062,1.037356,0.008254,-25.206067
2005,-15.197695,4.540715,15.009487,1.610299,0.012339,-36.370535
2006,-8.859399,5.458916,14.163263,1.089300,0.016548,-29.587425
2007,1.175489,5.350059,13.552275,1.073581,0.020155,-18.820582
2008,14.562426,5.221180,13.636767,1.202572,0.026523,-5.524616
2009,6.584373,5.018801,14.866340,1.072914,0.028209,-14.401891
2010,17.735914,5.012336,14.922452,1.156924,0.030359,-3.386157
2011,19.352107,5.117156,13.977855,1.297501,0.035035,-1.075441
2012,8.394406,6.284085,16.751018,1.277525,0.043266,-15.961488
2013,12.235973,6.650242,17.749635,1.431170,0.051704,-13.646778
2014,27.891406,6.595130,23.502115,1.297785,0.051570,-3.555193
2015,23.775985,6.500860,18.366142,2.392122,0.055373,-3.538511
2016,38.333413,7.969525,19.367530,1.578678,0.055176,9.362503
2017,58.554231,8.433883,24.256868,1.319422,0.057592,24.486466
2018,40.576052,10.008010,18.375954,1.076722,0.064716,11.050650
2019,34.012253,10.473187,20.852995,1.817624,0.070101,0.798346
2020,48.389006,10.630355,17.669111,1.438396,0.070456,18.580689
2021,39.621489,11.573409,18.237217,1.787559,0.072679,7.950625
2022,54.861462,12.610267,20.619159,1.805825,0.071540,19.754670
