"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-84.996210,3.214616,2.234461,0.041588,0.362149,0,,0
1991,-83.434671,3.208885,3.601555,0.041596,0.409434,0,,0
1992,-81.817752,3.214241,4.272628,0.041605,0.362397,0,,0
1993,-80.410607,3.203154,5.917113,0.041614,0.409681,0,,0
1994,-78.730639,7.573673,6.916508,0.041623,0.409804,0,,0
1995,-76.500201,6.329296,8.329716,0.041632,0.409926,0,,0
1996,-75.074652,7.640356,9.545232,0.041641,0.410048,0,,0
1997,-73.787139,6.490439,10.620949,0.041650,0.410169,0,,0
1998,-70.640925,7.640094,11.955355,0.041659,0.363130,0,,0
1999,-69.044230,7.640314,13.154079,0.041669,0.363250,0,,0
2000,-67.015436,6.784141,14.420822,0.041678,0.364106,0,,0
2001,-65.049070,7.640314,15.498376,0.041683,0.363429,0,,0
2002,-63.214691,5.846302,16.599630,0.041689,0.363491,0,,0
2003,-56.302325,6.395718,18.635097,0.041619,0.409714,0,,0
2004,-52.805408,7.640356,19.554712,0.041626,0.362647,0,,0
2005,-65.389148,7.609816,21.002504,0.041770,0.364523,0,,0
2006,-54.148463,3.073841,21.035301,0.041661,0.410236,0,,0
2007,-47.625972,6.168335,22.232986,0.041613,0.362456,0,,0
2008,-35.341700,6.476126,22.889002,0.041666,0.410289,0,,0
2009,-42.944196,4.560516,23.530823,0.041594,0.409372,0,,0
2010,-33.831370,6.783773,23.210143,0.041619,0.409678,0,,0
2011,-31.900456,6.100525,24.272748,0.041652,0.410091,0,,0
2012,-47.411271,6.939524,24.058690,0.041640,0.409929,0,,0
2013,-44.473207,6.250737,24.123633,0.041677,0.410381,0,,0
2014,-34.504453,6.361182,24.136969,0.041606,0.409503,0,,0
2015,-34.341156,6.247760,24.102724,0.041686,0.410475,0,,0
2016,-21.389993,6.247802,24.051623,0.041757,0.411314,0,,0
2017,-5.699576,6.304655,23.430113,0.041619,0.409656,0,,0
2018,-19.285016,6.213974,23.670253,0.041632,0.409807,0,,0
2019,-29.910968,6.247843,24.008952,0.041717,0.410802,0,,0
2020,-13.002382,7.397677,23.733914,0.041636,0.409844,0,,0
2021,-22.257817,6.247802,23.556475,0.041624,0.362540,0,,0
2022,-11.942964,7.453578,23.838992,0.041697,0.363369,0,,0
