"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,-76.201139,2.107437,1.104629,0.032112,0.000161,-79.445478
1991,-74.221087,1.444960,1.090979,0.020173,0.000165,-76.777364
1992,-71.614107,2.105303,1.092055,0.021492,0.000169,-74.833126
1993,-68.842579,2.075047,1.107620,0.021952,0.000173,-72.047372
1994,-62.264886,1.913247,1.096719,0.024409,0.000178,-65.299439
1995,-60.268370,1.850286,1.061952,0.021328,0.000182,-63.202119
1996,-56.555408,1.914916,1.054696,0.026737,0.000187,-59.551943
1997,-55.530462,2.023764,1.058925,0.027236,0.000192,-58.640579
1998,-50.699372,1.589265,1.052758,0.017823,0.000197,-53.359414
1999,-47.908954,1.883601,1.053285,0.019685,0.000202,-50.865727
2000,-45.844536,1.805445,1.057501,0.019887,0.000207,-48.727576
2001,-42.038422,1.859617,1.068593,0.012348,0.000214,-44.979193
2002,-41.026289,1.829116,1.107197,0.025722,0.000220,-43.988543
2003,-31.758380,1.975889,1.168486,0.029670,0.000227,-34.932653
2004,-25.364330,2.349453,1.234277,0.259569,0.000235,-29.207864
2005,-36.087041,2.615368,1.287433,0.637671,0.000243,-40.627756
2006,-27.774169,3.482283,1.292183,0.684198,0.000251,-33.233085
2007,-17.324831,3.002038,1.307025,1.040736,0.000260,-22.674890
2008,-4.306717,2.895374,1.348870,0.976667,0.000270,-9.527897
2009,-12.735430,2.972707,1.481338,0.564476,0.000279,-17.754231
2010,-2.220104,3.080386,1.485154,0.446507,0.000289,-7.232441
2011,0.427712,3.576900,1.456900,0.083056,0.000299,-4.689444
2012,-13.460500,4.622177,1.585283,0.076316,0.000309,-19.744586
2013,-10.926746,4.579381,1.694304,0.376239,0.000320,-17.576989
2014,-0.660946,4.838025,1.535966,0.220808,0.000330,-7.256076
2015,-0.876752,4.605107,1.833302,0.062110,0.000341,-7.377613
2016,13.533745,5.874798,2.002568,0.091808,0.000352,5.564220
2017,29.718751,6.511580,1.738770,0.183170,0.000363,21.284867
2018,17.498466,8.068040,1.809159,0.130437,0.000374,7.490456
2019,7.505905,8.682377,1.711117,0.079308,0.000386,-2.967283
2020,25.714749,8.862942,1.697495,0.069521,0.000397,15.084394
2021,16.198935,9.804346,1.694473,0.074182,0.000408,4.625526
2022,28.772207,10.814967,1.674067,0.120814,0.000420,16.161940
