"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,368.498777,50.577877,91.670743,17.575657,0,208.674500
2001,382.652994,55.251494,95.868936,18.282905,0,213.249659
2002,393.674676,60.479736,96.265966,18.590428,0,218.338546
2003,410.172267,65.446595,101.634553,19.305535,0,223.785584
2004,420.758812,65.183518,106.290377,19.371896,0,229.913020
2005,433.076282,66.834059,109.192230,20.234695,0,236.815298
2006,441.392058,63.248553,113.297330,20.939731,0,243.906445
2007,468.555808,61.975964,118.029468,21.493027,0,267.057349
2008,473.549070,69.729101,119.534255,22.321630,0,261.964084
2009,454.688310,60.650392,116.554470,23.071127,0,254.412321
2010,489.423904,72.553200,127.576333,24.139810,0,265.154560
2011,514.807460,83.902936,130.352377,24.016997,0,276.535150
2012,543.476867,91.295678,136.507803,24.925438,0,290.747948
2013,560.527682,112.881959,135.688252,25.931509,0,286.025962
2014,582.520648,123.526795,140.994961,26.219863,0,291.779028
2015,587.015650,118.220704,146.144657,26.373644,0,296.276645
2016,595.122185,122.271759,148.042200,27.455021,0,297.353206
2017,600.434864,118.908893,152.045645,28.864860,0,300.615465
2018,614.171582,125.496153,155.191768,29.342359,0,304.141302
2019,625.288187,130.401550,158.133484,29.757028,0,306.996125
2020,520.395455,120.730833,158.990425,31.024432,0,209.649765
2021,532.573699,131.533714,159.309708,30.741454,0,210.988823
2022,554.095136,136.684524,160.367529,31.444173,0,225.598910
