"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,,0.018300,
1962,,,,,0.017100,
1963,,,,,0.021400,
1964,,,,,0.023100,
1965,,,,,0.033800,
1966,,,,,0.036900,0.000100
1967,,,,,0.032900,0.000200
1968,,,,,0.036400,0.000200
1969,,,,,0.049000,
1970,,,,,0.079300,
1971,,,,,0.100500,
1972,,,,,0.074300,
1973,,,,,0.090000,
1974,,,,,0.113500,
1975,,,,,0.103400,
1976,,,,,0.154300,
1977,,,,,0.140500,
1978,,,,,0.153900,
1979,,,,,0.131100,
1980,,,,0.012000,0.123100,
1981,,,,0.011000,0.261300,
1982,,,,0.010000,0.172700,
1983,,,,0.009000,0.172300,
1984,,,,0.016000,0.124400,
1985,,,,0.040000,0.122800,
1986,,,,0.059000,0.058600,
1987,,,,0.048000,0.019500,0
1988,,,,0.053000,0.103811,
1989,,,,0.045000,0.050273,
1990,,,,0.043000,0.086757,
1991,,,,0.029000,0.086757,
1992,,,,0.021000,0.120035,
1993,,,,0.005000,0.107027,0.000019
1994,,,,0.003000,0.106084,0.000019
1995,,,,0.005500,0.062505,0.000019
1996,,,,0.001188,0.054500,0.000019
1997,,,,0.001000,0.091457,0.000019
1998,,,,0,0.143710,0
1999,,,,0,0.145601,0
2000,,0.292200,0.003200,0,0.188600,0.001600
2001,,0.299100,0.003200,0,0.194500,0.001600
2002,,0.315100,0.003200,0,0.202500,0.001600
2003,,0.410608,0.003200,0,0.250254,0.001600
2004,,0.496428,0.003200,0,0.297324,0.001600
2005,,0.496428,0.003200,0,0.297324,0.001600
2006,,0.496428,0.003200,0,0.297324,0.001600
2007,,0.565952,0.003200,0,0.332026,0.001600
2008,,0.574675,0.001858,0,0.356946,0.001261
2009,,0.585928,0.000473,0,0.378559,0.000263
2010,,0.559277,0.000363,0,0.371410,0.000196
2011,,0.927261,0.001022,0,0.570020,0.000721
2012,,0.409375,0.000495,0,0.256622,0.000336
2013,,0.835205,0.000651,0,0.511506,0.000512
2014,,0.872655,0.002263,0,0.549502,0.001228
2015,,0.644951,0.003738,0,0.421401,0.002054
2016,,0.797046,0.002264,0,0.484795,0.001260
2017,,0.752629,0.004221,0,0.524734,0.002183
2018,,0.638477,0.008973,0,0.454351,0.004510
2019,,0.550149,0.013776,0,0.467475,0.005448
2020,,0.455361,0.005840,0,0.662357,0.006294
2021,,0.640846,0.012566,0,0.424331,0.007325
2022,,0.459979,0.000613,0,0.480033,0.002275
2023,,,,0,0.429715,0.002771
