"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",3.320000,0.390000,"NaN","NaN","NaN","NaN"
2021,"NaN",1.980000,0.620000,"NaN","NaN","NaN","NaN"
2022,"NaN",-0.120000,0.760000,"NaN","NaN","NaN","NaN"
2023,"NaN",3.330000,0.340000,"NaN","NaN","NaN","NaN"
2024,"NaN",-1.890000,-0.490000,"NaN","NaN","NaN","NaN"
