"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.367000,,0.062300
1962,,,,0.260000,,0.066200
1963,,,,0.300000,,0.077400
1964,,,,0.320000,,0.086700
1965,,,,0.293000,,0.081800
1966,,,,0.320000,,0.074300
1967,,,,0.340000,,0.052500
1968,,,,0.425000,,0.059500
1969,,,,0.494000,,0.066200
1970,,,,0.566000,,0.047400
1971,,,,0.566000,,0.038600
1972,,,,0.566000,,0.035600
1973,,,,0.782201,,0.034000
1974,,,,0.807101,,0.026900
1975,,,,0.949000,,0.012600
1976,,,,0.949000,0.000500,0.001400
1977,,,,0.949000,0.001700,0.001500
1978,,,,1.815000,0.001700,0.001500
1979,,,,2.012000,0.001700,0.001500
1980,,,,2.675000,0.001700,0.001500
1981,,,,2.935000,0.002400,0.001000
1982,,,,2.667000,0.000700,0.001100
1983,,,,2.402000,0.000700,0.001100
1984,,,,2.512000,0.000700,0.001100
1985,,,,3.277000,0.000100,0.000600
1986,,,,2.712000,0.000100,0.000600
1987,,,,3.006000,0.000100,0.000800
1988,,,,3.006000,0.000173,0.009313
1989,,,,3.006000,0.000068,0.009487
1990,,,,2.729000,0.000225,0.029074
1991,,,,2.725000,0.000225,0.029074
1992,,,,2.721000,0.000536,0.041366
1993,,,,2.717000,0.000200,0.035280
1994,,,,2.533000,0.000273,0.046819
1995,,,,2.356000,0.000255,0.014443
1996,,,,2.178000,0.000500,0.025300
1997,,,,2,0.002862,0.046010
1998,,,,2,0.000400,0.060600
1999,,,,2,0.001300,0.050000
2000,9.100000,0.000900,0.054000,2,0.000900,0.054000
2001,9.100000,0.001300,0.038300,2,0.001300,0.038300
2002,9.100000,0.002220,0.038300,2,0.002220,0.038300
2003,9.100000,0.000998,0.021779,2,0.000998,0.021779
2004,9.100000,0.001616,0.020710,2,0.001616,0.020710
2005,9.102000,0.000335,0.039916,2.002000,0.000335,0.039916
2006,9.102000,0.000680,0.026365,2.002000,0.000680,0.026365
2007,9.102000,0.000122,0.024057,2.002000,0.000122,0.024057
2008,9.102000,0.002918,0.015677,2.002000,0.002918,0.015677
2009,9.102000,0.002751,0.007561,2.002000,0.002751,0.007561
2010,9.102000,0.002399,0.011192,2.002000,0.002399,0.011192
2011,9.102000,0.006510,0.005717,2.002000,0.006510,0.005717
2012,9.102000,0.005959,0.006929,2.002000,0.005959,0.006929
2013,9.102000,0.010130,0.007257,2.002000,0.010130,0.007257
2014,9.602000,0.010287,0.008576,2.002000,0.010287,0.008576
2015,9.602000,0.000844,0.016720,2.002000,0.000844,0.016720
2016,9.602000,0.003003,0.030362,2.002000,0.003003,0.030362
2017,9.602000,0.000661,0.054841,2.002000,0.000661,0.054841
2018,9.602000,0.001229,0.090579,2.002000,0.001229,0.090579
2019,9.602000,0.003347,0.034054,2.002000,0.003745,0.034054
2020,9.602000,0.002013,0.039932,2.002000,0.003719,0.039932
2021,9.602000,0.001358,0.012780,2.002000,0.001358,0.012780
2022,9.602000,0.003050,0.004993,2.002000,0.003050,0.012788
2023,,,,2.002000,0.003844,0.012790
