"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-3.118000,-2.832000,0.158294,0.551650,0.551628,0.551672,0.551672,2.807255,3.135535,4.403497,5.456197,5.265735,6.726187,6.205012,4.856027,4.745166,4.717594,6.172997,6.175197,6.574132,6.573990,6.332080,6.236806
1991,-3.119000,-3.013000,-0.112754,-1.686923,-1.686912,-1.688163,-1.688163,1.880675,1.929698,3.788783,3.979818,4.006008,5.626582,5.624050,4.214887,4.273225,4.244234,5.467778,5.096976,5.892838,5.892696,5.667377,5.508059
1992,-3.121000,-3,-0.252394,-1.546417,-1.546402,-1.548540,-1.548540,3.603293,3.698225,5.824547,6.219683,6.244798,7.856143,7.659467,4.946476,5.211280,5.180869,6.706326,6.095226,6.820323,6.820182,6.576353,6.420930
1993,-3.123000,-3.215000,-0.466233,-1.154010,-1.153988,-1.156999,-1.156999,0.429847,0.452365,2.540674,2.773193,2.797268,4.269602,4.305328,4.200226,3.978320,3.946491,5.505707,4.946982,5.484833,5.484693,5.255321,5.097061
1994,-3.126000,-3.100000,-0.330256,-1.613040,-1.613044,-1.617003,-1.617003,2.250045,2.327472,4.029720,4.378847,4.401856,5.842970,5.753807,3.903837,3.422416,3.389169,4.618841,4.324027,5.032513,5.032374,4.779328,4.618954
1995,-3.128000,-2.992000,-0.234451,-1.664373,-1.664381,-1.669227,-1.669227,1.555855,1.661097,3.398967,3.634534,3.656494,4.973391,5.077326,4.136317,3.436041,3.401376,4.697415,4.375994,5.115569,5.115431,4.962395,4.818327
1996,-3.134000,-3.064000,-0.422451,-1.211467,-1.211448,-1.217105,-1.217105,0.393232,0.495805,1.831465,2.241199,2.262103,3.648769,3.666014,3.341067,2.852339,2.816258,4.171528,3.752478,4.461045,4.460907,4.251113,4.109182
1997,-3.142000,-3.153000,-0.442874,-1.172453,-1.172457,-1.179302,-1.179302,1.555778,1.698235,3.238690,3.609592,3.629452,5.019807,5.149422,3.828334,3.276300,3.238803,4.470440,4.114590,4.923521,4.923384,4.727637,4.587884
1998,-3.152000,-3.313000,-0.819062,-1.946450,-1.946438,-1.954137,-1.954137,0.596997,0.670566,2.526193,2.509309,2.528114,4.236642,4.385653,4.008065,3.263773,3.224860,4.429802,3.909209,4.814240,4.814104,4.646404,4.505351
1999,-3.161000,-3.311000,-0.870192,-1.221257,-1.221282,-1.231161,-1.234828,2.480241,2.775180,4.115196,4.107400,4.125088,5.829460,5.965465,4.068053,3.556065,3.515737,4.714295,4.054850,5.112625,5.112490,4.960498,4.819030
2000,-3.517000,-0.653000,1.781538,1.642007,1.642014,1.630644,1.630644,1.411845,2.894558,5.874467,3.204102,3.220697,4.716076,4.675915,4.146035,3.466755,3.386348,4.945460,4.284056,4.869822,4.869003,4.745344,4.604258
2001,-3.531000,-3.539000,-1.157933,-0.756873,-0.756865,-0.769202,-0.769202,1.286048,2.766061,5.360562,4.538605,4.513194,6.196664,5.831496,4.901673,4.153325,4.013369,5.228996,3.400224,4.382990,4.381676,4.236791,4.097766
2002,,-3.813000,-1.475737,-1.965113,-1.965141,-1.978735,-1.978735,2.262672,3.632470,6.743836,6.019431,5.996299,7.691764,7.359470,5.999882,5.181321,4.983621,6.282070,4.428910,5.401918,5.400109,5.307461,5.171024
2003,,,-1.204282,-1.940437,-2.420997,-2.290284,-2.290284,1.436191,2.886712,5.594930,4.755674,4.734809,6.360476,5.943569,5.612200,4.844310,4.630848,6.049526,4.273535,5.144809,5.142506,5.067388,4.931725
2004,,,,-2.279640,-3.066910,-0.824361,-0.824361,1.016261,2.285610,4.972057,4.387452,4.368865,6.068553,5.762536,5.269388,4.587198,4.361748,5.720986,4.039403,4.891014,4.888216,4.869536,4.736328
2005,,,,,-1.452764,-0.633173,0.161143,2.419294,3.576120,4.623704,4.682707,4.463295,6.045480,5.960548,5.170096,4.527911,4.238366,5.640869,4.073561,4.856840,4.857173,4.637190,4.502566
2006,,,,,,-1.801905,-0.874871,2.618035,2.900653,1.919619,5.649713,5.433313,6.990132,6.945491,5.556339,4.939445,4.567988,5.817395,4.511517,5.021418,5.021746,5.089146,4.955302
2007,,,,,,,-1.127130,3.441029,-0.100441,-2.379552,2.558086,2.547963,4.061007,3.461260,2.827870,2.316849,2.042947,3.364652,4.926440,5.302782,5.314499,5.257459,5.116084
2008,,,,,,,,2.652065,-2.127978,2.776040,-1.310996,-1.609685,-0.268187,-1.101217,-2.008825,-2.244466,-2.566297,-1.168370,3.502013,3.867633,3.879539,3.759000,3.610276
2009,,,,,,,,,-1.131494,-0.889060,2.919479,3.033142,10.677993,2.841608,2.154377,2.079762,1.743471,3.001116,2.629294,3.150243,3.164182,3.040103,2.888745
2010,,,,,,,,,,-2.182112,-0.485443,-0.335399,2.953262,1.328598,-0.874415,-0.875871,-1.227236,0.236788,1.758855,2.221362,2.232706,2.018455,1.863680
2011,,,,,,,,,,,-2.676519,-2.754150,0.726096,-0.963729,-2.500421,-2.454576,-2.833464,-1.300433,1.345771,1.671329,1.683673,1.265747,1.122379
2012,,,,,,,,,,,,-0.850380,2.220962,1.420175,-0.336638,-0.222663,-0.951372,0.364881,0.770946,1.231734,1.244531,0.654179,0.547965
2013,,,,,,,,,,,,,2.311846,2.238414,0.990296,1.124481,0.176971,1.593995,0.509768,0.869436,0.881835,0.342983,0.172891
2014,,,,,,,,,,,,,,1.309183,0.058084,0.191555,-0.150311,1.256396,1.227711,1.580875,1.592973,0.562678,0.480515
2015,,,,,,,,,,,,,,,4.059866,4.131450,3.410145,4.832149,0.345208,0.549069,0.561091,-0.419283,-0.467225
2016,,,,,,,,,,,,,,,,5.320861,4.278334,5.834456,1.450688,1.642296,1.641811,0.539240,0.414061
2017,,,,,,,,,,,,,,,,,2.751630,4.152788,1.381710,1.577487,1.591662,0.386667,0.273053
2018,,,,,,,,,,,,,,,,,,6.252214,3.193796,3.491093,3.492889,2.176228,2.073271
2019,,,,,,,,,,,,,,,,,,,2.133115,2.647460,2.662966,1.198525,1.059231
2020,,,,,,,,,,,,,,,,,,,,2.857406,2.809277,0.953350,0.805744
2021,,,,,,,,,,,,,,,,,,,,,2.125189,-0.145232,-0.274514
2022,,,,,,,,,,,,,,,,,,,,,,-0.730878,-0.849163
2023,,,,,,,,,,,,,,,,,,,,,,,-0.938932
