"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,51.529549,51.486252,51.502172,51.474101,51.461745,51.461745,51.461778,52.830714,52.630941,52.835790,52.857521,52.912729,52.945947,52.391462,52.966492,52.973493,52.930242,52.925505,52.944820,52.962123,52.961891,51.663814,51.662918
1991,62.082447,62.029273,62.014655,61.984175,61.974033,61.974034,61.974023,63.350692,63.068989,63.325601,63.325968,63.381366,63.437010,62.873078,63.465489,63.472406,63.426305,63.421149,63.439025,63.456061,63.455857,62.192406,62.191569
1992,56.141540,56.084179,56.106893,56.074612,56.066677,56.066678,56.066671,57.505052,57.234521,57.458146,57.456025,57.511519,57.583273,56.934120,57.609024,57.615113,57.566419,57.563211,57.580386,57.596456,57.596231,56.357678,56.355536
1993,58.491690,58.425772,58.411052,58.207119,58.201409,58.364500,58.364510,59.685278,59.411647,59.607498,59.603677,59.661294,59.715597,59.060268,59.736597,59.743585,59.702338,59.698222,59.714688,59.730888,59.730685,58.652225,58.648327
1994,62.482050,62.408823,62.026085,61.673807,61.670296,61.982086,61.982063,63.263385,63.309048,63.513217,63.511134,63.568820,63.627246,62.909431,63.651468,63.658019,63.616724,63.612867,63.630516,63.644135,63.643935,62.609866,62.605688
1995,59.701097,59.645165,58.991954,58.879826,58.878533,58.938444,58.938471,60.345701,60.180873,60.352171,60.351648,60.406577,60.465849,59.712439,60.486702,60.493224,60.449128,60.446575,60.464443,60.482089,60.482249,59.403697,59.399738
1996,73.050927,72.973893,72.323708,72.285470,72.286391,72.284712,72.284683,73.865378,73.495764,73.645173,73.645860,73.700502,73.791287,72.913186,73.821754,73.828674,73.783233,73.781360,73.800499,73.819236,73.819478,72.657562,72.653027
1997,63.554718,63.467742,62.649650,62.614916,62.618038,62.616073,62.616030,64.260627,63.986601,64.160815,64.164711,64.220983,64.280285,63.136773,64.307342,64.313613,64.275868,64.273942,64.292856,64.312861,64.313180,63.135222,63.130046
1998,58.499708,58.499188,58.595277,58.555079,58.560424,58.558778,58.454884,60.199187,59.960256,60.129984,60.144508,60.200458,60.235094,58.969740,60.265862,60.271328,60.243916,60.241989,60.259075,60.278609,60.278914,59.079476,59.075662
1999,55.764367,55.789414,55.792357,55.759414,55.766965,55.765145,55.765122,57.542322,57.359053,57.584274,57.604397,57.661251,57.690497,56.316909,57.720033,57.726081,57.697582,57.696312,57.711410,57.728265,57.728604,56.502635,56.501721
2000,51.199066,51.168456,51.289875,51.265429,51.265523,51.272910,51.090596,53.111436,52.981809,53.176264,53.202499,53.404725,53.450543,51.998275,53.477977,53.483075,53.454031,53.452431,53.465327,53.481662,53.482069,52.147033,52.146826
2001,52.778581,52.786525,52.879096,52.846726,52.875049,52.863259,52.839496,54.750031,54.785675,55.012631,55.040352,55.189071,55.208794,53.767301,55.230246,55.254485,55.241151,55.239480,55.252215,55.269278,55.269611,53.809706,53.809860
2002,,52.457270,52.535294,52.456795,52.442409,52.454270,52.442480,54.330969,54.323881,54.552819,54.585715,54.686915,54.741172,53.213627,54.764301,54.788065,54.767427,54.766869,54.776776,54.793650,54.794344,53.425178,53.425655
2003,,,57.634897,57.771938,57.779536,57.782578,57.755879,59.751100,59.544052,59.858470,59.884588,60.017425,60.046846,58.513135,60.067875,60.090991,60.070376,60.068887,60.079630,60.098430,60.098673,58.657564,58.657761
2004,,,,52.093874,52.139335,52.121164,52.091078,54.094432,54.005187,54.266207,54.290759,54.418378,54.461444,52.887009,54.484145,54.508080,54.466590,54.464533,54.473681,54.496817,54.497116,53.064645,53.065235
2005,,,,,48.648629,48.543286,48.524965,50.499177,50.436096,50.673921,50.694972,50.838509,50.881938,49.269067,50.902318,50.923827,50.889403,50.887430,50.897571,50.925470,50.925690,49.489884,49.490298
2006,,,,,,55.837722,56.327396,58.321735,58.380687,58.621466,58.638555,58.781572,58.807462,57.132903,58.828450,58.843058,58.822525,58.821726,58.832773,58.891572,58.904239,57.463115,57.463423
2007,,,,,,,51.493696,53.551962,53.558750,53.864353,53.878407,54.033352,54.054424,52.400390,54.065788,54.077791,54.063674,54.061847,54.074518,54.127542,54.127655,52.668082,52.668261
2008,,,,,,,,50.590609,50.525022,50.647387,50.726463,50.805991,50.815562,49.166675,50.845282,50.854924,50.871817,50.863066,50.855638,50.892343,50.892368,49.475078,49.475307
2009,,,,,,,,,48.491859,48.681603,48.689024,48.855987,48.867693,47.320150,48.899914,48.914739,48.928137,48.911509,48.901948,48.937751,48.937839,47.573963,47.573945
2010,,,,,,,,,,49.334679,49.255398,49.398797,49.416725,47.807919,49.503198,49.632081,49.509218,49.493101,49.506185,49.540199,49.525821,47.999811,47.999417
2011,,,,,,,,,,,44.115721,44.293990,44.269724,42.603485,44.250061,44.395950,44.290521,44.276659,44.289275,44.323169,44.311825,42.856632,42.856607
2012,,,,,,,,,,,,39.627628,39.712152,38.136278,39.646784,39.881775,39.836003,39.824524,39.835204,39.867362,39.857609,38.463246,38.462886
2013,,,,,,,,,,,,,41.510679,40.083073,41.517726,41.717954,41.626423,41.622859,41.633665,41.662558,41.652604,40.302676,40.302112
2014,,,,,,,,,,,,,,35.988475,37.306384,37.497523,37.407880,37.401430,37.411599,37.447843,37.441392,36.101326,36.101080
2015,,,,,,,,,,,,,,,35.021324,35.202398,35.096726,35.075171,35.089941,35.117357,34.999874,33.687101,33.686880
2016,,,,,,,,,,,,,,,,36.793680,36.695978,36.667564,36.683384,36.707390,36.590540,35.277920,35.277652
2017,,,,,,,,,,,,,,,,,34.539033,34.468805,34.481516,34.521012,34.403408,32.912142,32.912074
2018,,,,,,,,,,,,,,,,,,34.519668,34.535622,34.585466,34.468687,32.880329,32.880186
2019,,,,,,,,,,,,,,,,,,,30.916942,30.975778,30.971050,29.328663,29.328600
2020,,,,,,,,,,,,,,,,,,,,28.142253,28.161391,26.500311,26.500348
2021,,,,,,,,,,,,,,,,,,,,,29.465463,27.770758,27.703803
2022,,,,,,,,,,,,,,,,,,,,,,26.766408,26.693445
2023,,,,,,,,,,,,,,,,,,,,,,,24.361779
