"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.924600,0.068500,0.577200,0.164600
1962,1.005000,0.097300,0.561800,0.155400
1963,0.894000,0.087800,0.568600,0.184100
1964,1.152000,0.119100,0.672600,0.190200
1965,1.260000,0.137300,0.694600,0.192700
1966,1.054000,0.176758,0.737400,0.190000
1967,1.122500,0.187200,0.780800,0.179100
1968,1.013800,0.190937,0.778800,0.174400
1969,1.279200,0.266351,0.933600,0.153800
1970,1.336700,0.248404,1.007600,0.161800
1971,1.174400,0.255114,0.940000,0.145300
1972,1.534800,0.323715,1.028400,0.173200
1973,1.839400,0.480297,1.151000,0.344700
1974,1.273200,0.302138,1.144200,0.323900
1975,1.000900,0.342459,0.970600,0.129500
1976,1.521400,0.433000,1.167000,0.123800
1977,1.369400,0.413800,1.127800,0.131351
1978,1.479400,0.420600,1.248600,0.058500
1979,1.583600,0.413300,1.330600,0.060700
1980,1.317000,0.330800,1.249200,0.105400
1981,0.926200,0.378800,1.280600,0.074100
1982,1.046100,0.398400,1.283200,0.103100
1983,1.317900,0.371400,1.365800,0.118900
1984,1.490200,0.435400,1.485400,0.177700
1985,1.427900,0.500800,1.484400,0.280300
1986,1.736900,0.600500,1.607800,0.340300
1987,1.539800,0.488100,1.655000,0.232800
1988,1.547500,0.506900,2.256200,0.230700
1989,1.439000,0.483800,2.262000,0.282500
1990,1.496000,0.553200,2.331400,0.286536
1991,1.483000,0.521000,2.407400,0.319306
1992,1.735833,0.511302,2.068248,0.364276
1993,1.722000,0.461600,1.760000,0.221877
1994,2.326000,0.558000,2.182000,0.484400
1995,1.921000,0.555000,2.088000,0.680500
1996,1.630000,0.512100,2.094000,0.524000
1997,2.354000,0.697300,2.294600,0.977600
1998,4.383000,0.925000,2.308000,0.804000
1999,4.744000,0.887000,2.370000,0.753000
2000,2.925000,0.992000,2.302000,0.637000
2001,2.659000,1.041000,2.278300,0.533000
2002,2.679269,1.113407,2.276548,0.596459
2003,2.301681,1.264521,2.331840,0.870374
2004,2.350616,1.443371,2.439262,0.782809
2005,2.200547,1.466543,2.415752,0.771072
2006,2.650861,1.673788,2.411674,0.617090
2007,2.298201,1.890060,2.604018,0.788998
2008,1.775438,1.151446,2.417478,0.547745
2009,1.246520,0.986440,1.961712,0.517906
2010,1.831415,0.852217,2.052190,1.140263
2011,1.356124,0.996164,1.987534,0.828654
2012,1.370738,0.726152,1.455930,0.649519
2013,1.886000,0.662106,1.873844,0.566154
2014,2.390000,0.662106,1.523330,0.566154
2015,2.003100,0.815829,1.751848,0.529341
2016,1.634000,0.877554,1.746134,0.486410
2017,1.634000,0.877554,1.746134,0.460022
2018,2.543653,0.738521,1.615044,0.793410
2019,2.978046,0.892728,1.580302,0.633399
2020,2.978046,0.932727,1.580302,0.633399
2021,2.978046,0.883187,1.580302,0.633399
2022,2.978046,0.839746,1.580302,0.633399
2023,2.978046,0.840206,1.580302,0.633399
