"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,52.658627,52.661038,54.219609,52.712457,52.705266,52.712303,54.079363,54.141796,53.943101,54.101395,54.145781,54.200242,54.859415,54.306433,54.883431,54.893649,54.850405,54.845674,54.867283,54.879310,54.771396,53.369625,53.368728,53.308373
1991,63.382929,63.376082,64.849555,63.394365,63.389361,63.394117,64.724834,64.834740,64.554290,64.780627,64.807319,64.862011,65.437502,64.874814,65.468050,65.479728,65.433632,65.428346,65.448501,65.460413,65.364948,63.985358,63.984523,63.941950
1992,57.563248,57.548432,58.999205,57.602108,57.599284,57.602760,58.905910,59.104746,58.835547,59.039373,59.066507,59.121341,59.608389,58.960312,59.635716,59.647591,59.598901,59.595589,59.615215,59.626777,59.562483,58.200779,58.198640,58.148284
1993,59.928163,59.909943,60.595737,59.752780,59.752155,59.916941,61.057217,61.298474,61.026151,61.191590,61.216073,61.273093,61.692999,61.038671,61.715461,61.728046,61.686801,61.682596,61.701254,61.713365,61.649825,60.463097,60.459199,60.407937
1994,63.918695,63.889226,64.701319,63.242994,63.244541,63.556876,64.649313,64.898082,64.945073,65.138308,65.169797,65.226942,65.705447,64.988781,65.730818,65.744871,65.703579,65.699566,65.719603,65.729348,65.704489,64.546721,64.542541,64.487606
1995,61.129768,61.129145,61.673274,60.449794,60.461104,60.523300,61.638177,61.977247,61.813807,61.979881,62.006026,62.061446,62.666494,61.914161,62.688424,62.702545,62.658450,62.655773,62.677376,62.690011,62.729007,61.530136,61.526175,61.476196
1996,74.555544,74.529370,75.177382,73.966844,73.972592,73.971113,75.185891,75.613671,75.246739,75.390788,75.416775,75.470745,75.987467,75.110841,76.019410,76.034441,75.989000,75.987012,76.009901,76.027155,76.058194,74.763086,74.758547,74.719938
1997,65.209339,65.188714,65.658353,64.463565,64.467768,64.461186,65.685061,66.162529,65.889573,66.058536,66.086834,66.145312,66.599979,65.457835,66.628404,66.642969,66.605201,66.603075,66.625721,66.643867,66.612865,65.314343,65.309168,65.272023
1998,60.050065,60.227682,61.575064,60.402566,60.408780,60.398801,61.456386,62.032807,61.794468,61.959271,62.012874,62.070484,62.382274,61.117342,62.413463,62.425716,62.398177,62.395892,62.416556,62.436135,62.436440,61.122953,61.119137,61.099363
1999,57.279228,57.437473,58.753360,57.532298,57.542248,57.529986,58.786474,59.354291,59.172310,59.392088,59.457812,59.517204,59.829645,58.456416,59.859735,59.872742,59.844179,59.842619,59.860042,59.877751,59.878089,58.539647,58.538729,58.517872
2000,52.763817,52.849964,54.434254,53.070168,53.074455,53.067508,54.235949,54.938208,54.809559,54.998653,55.070570,55.277293,55.599849,54.148905,55.628607,55.640362,55.611320,55.609686,55.626008,55.641028,55.641435,54.194545,54.194335,54.165096
2001,54.354532,54.499267,56.023051,54.669487,54.703057,54.673649,56.012979,56.566033,56.602834,56.824533,56.898944,57.049275,57.286636,55.845147,57.308093,57.338011,57.324679,57.322679,57.337882,57.355836,57.356168,55.795432,55.795589,55.769381
2002,,54.163922,55.655932,54.262388,54.256636,54.254712,55.549436,56.144738,56.139177,56.362969,56.466195,56.568323,56.866400,55.339672,56.890346,56.919685,56.897712,56.895539,56.907258,56.923890,56.924583,55.458774,55.459253,55.412514
