"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
2003,,,60.753667,59.454115,59.465243,59.448779,60.806140,61.427005,61.221242,61.530026,61.627145,61.760441,62.028026,60.493962,62.048702,62.077262,62.057415,62.055933,62.069753,62.089839,62.090081,60.555632,60.555827,60.530390
2004,,,,53.940614,53.986858,53.953579,55.242645,55.885302,55.797343,56.053165,56.151485,56.278251,56.490980,54.916911,56.514048,56.544066,56.503049,56.499813,56.511354,56.536141,56.536441,55.013952,55.014545,55.006164
2005,,,,,50.426076,50.305887,51.571131,52.204220,52.142241,52.374528,52.495339,52.638280,52.920569,51.307245,52.940496,52.968545,52.934046,52.932001,52.944292,52.973786,52.974006,51.449767,51.450202,51.435188
2006,,,,,,57.551118,59.442342,60.069493,60.128887,60.363559,60.463281,60.608865,60.834484,59.162500,60.858052,60.880560,60.859352,60.858685,60.871449,60.931294,60.943962,59.420571,59.420902,59.392018
2007,,,,,,,54.594162,55.291753,55.298640,55.597751,55.704121,55.860251,56.080149,54.429085,56.094517,56.116516,56.103387,56.102035,56.116564,56.170843,56.170968,54.631081,54.631284,54.592327
2008,,,,,,,,52.046589,51.980996,52.096548,52.251891,52.332935,52.584350,50.935672,52.614341,52.628035,52.648406,52.640366,52.638143,52.675572,52.675618,51.174755,51.175003,51.140294
2009,,,,,,,,,49.503587,49.686943,49.779647,49.936196,50.139446,48.592211,50.172098,50.187545,50.201097,50.184689,50.180881,50.217025,50.217136,48.774674,48.774676,48.755789
2010,,,,,,,,,,50.251623,50.278799,50.419965,50.601742,48.993417,50.688880,50.818142,50.694609,50.678306,50.697420,50.731560,50.717507,49.116938,49.116548,49.084250
2011,,,,,,,,,,,45.298712,45.475432,45.637255,43.970789,45.617590,45.770388,45.666100,45.652279,45.671152,45.705100,45.693780,44.161926,44.161888,44.118280
2012,,,,,,,,,,,,40.798824,41.100498,39.524402,41.035128,41.274421,41.229388,41.218236,41.235644,41.268089,41.258346,39.789048,39.788670,39.741890
2013,,,,,,,,,,,,,42.964001,41.537036,42.971835,43.172839,43.082200,43.079329,43.096587,43.125773,43.115729,41.684680,41.684097,41.641704
2014,,,,,,,,,,,,,,37.460656,38.778843,38.960615,38.872130,38.866729,38.883727,38.920240,38.913802,37.504934,37.504648,37.466178
2015,,,,,,,,,,,,,,,36.449458,36.625417,36.514450,36.493995,36.517248,36.543728,36.426244,35.039321,35.039055,35.004624
2016,,,,,,,,,,,,,,,,38.427335,38.329430,38.301024,38.324651,38.348631,38.231849,36.848061,36.847745,36.810308
2017,,,,,,,,,,,,,,,,,36.283318,36.213252,36.235171,36.274606,36.158860,34.597194,34.597063,34.539648
2018,,,,,,,,,,,,,,,,,,36.246205,36.266934,36.316692,36.200572,34.540957,34.540788,34.518264
2019,,,,,,,,,,,,,,,,,,,32.540500,32.601018,32.595748,30.883842,30.883746,30.844667
2020,,,,,,,,,,,,,,,,,,,,29.948380,29.965917,28.224367,28.224382,28.176279
2021,,,,,,,,,,,,,,,,,,,,,31.306350,29.516037,29.449078,29.431077
2022,,,,,,,,,,,,,,,,,,,,,,28.371274,28.296227,28.199905
2023,,,,,,,,,,,,,,,,,,,,,,,25.790263,25.611120
2024,,,,,,,,,,,,,,,,,,,,,,,,23.227927
