"Year","Coal","Natural gas","Hydro","Wind","Solar"
2016,0.262417,0.354097,0.445000,0.217999,0.009000
2017,-1.085759,1.424337,-1.529199,0.188400,0.012700
2018,0.070297,-0.795851,2.259300,0.131200,-0.003800
2019,0.174579,0.357718,-1.843000,0.131700,0.008000
2020,-0.385714,0.758213,-0.106500,0.251500,0.012400
2021,0.225210,-0.312463,1.437400,0.342500,0.053200
2022,0.096089,0.387732,-1.658700,0.073000,0.003000
2023,-0.219394,0.342339,2.700786,0.210713,0.424595
2024,-0.487152,-0.568368,-1.405973,0.084059,0.564395
