"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2019,-5.521213,-1.051702,0,0,0,0,,0
2020,-5.521213,-1.051702,0,0,0,0,,0
2021,-5.521213,-1.051702,0,0,0,0,,0
2022,-5.521213,-1.051702,0,0,0,0,,0
