"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2005,23.064402,12.215035,,7.194561,2.068525,1.586281
2006,22.943369,12.247846,,6.706761,2.155561,1.833201
2007,23.663628,12.535123,,6.979556,2.239354,1.909595
2008,25.531821,12.854900,,8.858454,2.299328,1.519138
2009,27.575317,13.060949,,10.460354,2.379630,1.674384
2010,28.143832,13.344825,,10.829379,2.448262,1.521366
2011,30.778488,13.901774,,12.625746,2.815577,1.435391
2012,30.851999,14.434434,,11.814051,3.083090,1.520425
2013,31.666704,14.929034,,11.647204,3.302793,1.787673
2014,31.964792,15.123737,,11.947707,3.490114,1.403234
2015,34.507694,15.234359,,13.453503,3.612744,2.207088
2016,33.808492,17.382815,,10.594309,4.067099,1.764269
2017,36.522370,17.674566,,13.274435,4.240213,1.333155
2018,36.689722,17.881267,,13.120544,4.395189,1.292721
2019,38.362848,18.275249,,14.275097,4.536962,1.275540
2020,37.861004,18.572194,,13.356869,4.669035,1.262906
2021,41.965080,18.905838,,17.033766,4.795166,1.230310
2022,40.912092,19.328810,,15.517109,4.930093,1.136080
2023,44.072932,20.659512,,17.272916,5.034553,1.105950
