"Year","Cars","Light-duty trucks","Heavy-duty trucks/buses"
2005,0.162747,,
2006,0.143007,,
2007,0.146595,,
2008,0.141204,,
2009,0.139202,,
2010,0.126892,,
2011,0.145056,,
2012,0.168856,,
2013,0.132122,,
2014,0.147690,,
2015,0.299848,,
2016,0.199275,,
2017,0.341108,,
2018,0.348780,,
2019,0.402766,,
2020,0.465347,,
2021,0.513518,,
2022,0.541850,,
2023,0.497382,,
