"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2005,2.166663,-10.894556,0,0.184414,-0.196813,0,-0.076991,0
2006,2.632725,-11.123700,0,0.188509,-0.192496,0,-0.072643,0
2007,3.049716,-11.352867,0,0.199135,-0.188188,0,-0.073048,0
2008,3.329519,-11.581995,0,0.187607,-0.183862,0,-0.072500,0
2009,3.804606,-11.811383,0,0.184412,-0.179554,0,-0.074601,0
2010,4.175996,-12.044482,0,0.184579,-0.175237,0,-0.071860,0
2011,4.692372,-12.619596,0,0.174287,-0.166121,0,-0.071660,0
2012,5.154134,-12.337934,0,0.185790,-0.157013,0,-0.025682,0
2013,5.664320,-12.486283,0,0.180547,-0.147888,0,-0.027851,0
2014,6.000374,-12.634679,0,0.166825,-0.138771,0,-0.010179,0
2015,6.534897,-12.783264,0,0.153691,-0.129664,0,-0.010737,0
2016,7.694151,-12.931797,0,0.156758,-0.120547,0,-0.010314,0
2017,8.018314,-13.080455,0,0.157368,-0.111431,0,-0.013955,0
2018,8.444305,-13.229099,0,0.151779,-0.102314,0,-0.013642,0
2019,8.872051,-13.377663,0,0.143144,-0.093198,0,-0.010386,0
2020,9.293973,-13.525931,0,0.148282,-0.084081,0,-0.012553,0
2021,9.537991,-13.448261,0,0.136733,-0.079282,0,-0.012039,0
2022,9.804542,-13.370961,0,0.137255,-0.074482,0,-0.012731,0
2023,10.108787,-13.294794,0,0.133740,-0.069674,0,-0.012013,0
