"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2005,360.258274,0.025574,24.970347,165.907826,142.780090,26.574437,,
2006,337.387625,0.025574,25.188539,145.787625,145.617343,20.768543,,
2007,346.417116,0.028771,26.599498,149.445559,148.677211,21.666077,,
2008,350.563311,0.031967,27.678547,143.953251,157.132652,21.766892,,
2009,354.865319,3.679458,27.047787,141.940080,158.730692,23.467303,,
2010,367.933025,10.450172,31.831678,129.471101,170.053500,26.126574,,
2011,388.557980,8.995652,34.067661,147.996063,176.847396,20.651208,,
2012,415.221226,2.071493,33.552583,172.288315,186.116588,21.192248,,
2013,401.509824,16.108418,35.110945,134.885295,194.401106,21.004060,,
2014,418.693914,23.329874,36.316734,150.944674,189.136151,18.966480,,
2015,556.966142,19.966894,32.888070,305.911445,184.062869,14.136864,,
2016,485.713293,16.779736,35.682339,203.329728,209.969265,19.952225,,
2017,674.590527,51.384543,36.536641,347.956555,223.297281,15.415507,,
2018,691.962426,73.106453,33.084095,355.895369,209.030392,20.846117,,
2019,773.232536,90.304963,34.228577,410.873397,216.550459,21.275140,,
2020,806.521387,60.102078,24.885763,474.823977,229.304085,17.405485,,
2021,889.203058,77.479606,34.910970,523.983706,236.299280,16.529496,,
2022,908.852541,84.886473,24.772209,552.495323,237.618136,9.080399,,
2023,831.820547,50.348797,25.467673,507.232189,248.771889,,,
