"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2005,240.841707,0.207968,249.276675,0.159467,0.014880,-8.817283
2006,234.332983,0.189915,242.527967,0.164240,0.018466,-8.567605
2007,228.990199,0.196433,236.970739,0.166747,0.021533,-8.365252
2008,227.452943,0.194886,235.383594,0.171537,0.024158,-8.321231
2009,221.062290,0.197572,228.742868,0.171962,0.026408,-8.076520
2010,217.018828,0.210025,224.529341,0.182126,0.028340,-7.931004
2011,218.648920,0.227782,226.185532,0.196322,0.030001,-7.990717
2012,196.906059,0.248277,203.588962,0.218094,0.031432,-7.180706
2013,187.358865,0.232325,193.696528,0.214498,0.032668,-6.817154
2014,181.581279,0.247857,187.695713,0.220401,0.033739,-6.616430
2015,172.308094,0.382527,177.891197,0.234778,0.034669,-6.235076
2016,144.165433,0.295078,148.771162,0.275463,0.035480,-5.211749
2017,139.107914,0.481164,143.327140,0.293580,0.036189,-5.030159
2018,131.539620,0.506081,135.414639,0.303293,0.064578,-4.748972
2019,124.007545,0.581701,127.519052,0.315959,0.056885,-4.466053
2020,116.282074,0.604232,119.487860,0.319312,0.050980,-4.180310
2021,108.019854,0.684896,110.733976,0.418524,0.047315,-3.864858
2022,98.447159,0.709847,100.849389,0.358988,0.045312,-3.516377
2023,88.238815,0.625008,90.197520,0.506196,0.044047,-3.133955
