"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,61.998309,31.084586,3.123767,19.759887,1.709238,6.320832
1991,62.672000,32.133369,2.848914,19.861570,1.799726,6.028422
1992,62.578050,32.007052,2.774271,19.976955,1.872611,5.947161
1993,63.204204,32.171770,2.771934,20.206666,1.928635,6.125198
1994,64.361763,33.146328,3.047771,20.239074,1.978886,5.949704
1995,66.568484,34.041172,3.031380,20.711897,2.019761,6.764275
1996,68.635491,35.615793,3.207622,21.137387,1.884432,6.790258
1997,69.388814,36.711489,3.642663,21.233594,1.576982,6.224087
1998,71.708776,38.903859,3.436824,21.657275,1.626601,6.084217
1999,72.426523,40.332747,3.566408,21.281841,1.630758,5.614770
2000,75.175443,42.627241,4.337318,20.321864,1.643278,6.245742
2001,79.113451,44.725834,4.408739,20.007714,1.766860,8.204304
2002,76.532687,43.489550,3.914128,19.693962,1.880893,7.554154
2003,76.965785,44.189015,3.328856,19.936852,1.935811,7.575251
2004,75.161629,43.895911,3.523509,19.610898,1.656717,6.474592
2005,76.282866,45.721844,3.804209,19.095011,1.454273,6.207529
2006,73.634392,45.240619,3.727492,18.731796,1.489061,4.445424
2007,72.585916,45.153657,3.781553,18.648386,0.962340,4.039979
2008,70.953087,45.241508,3.520614,18.226918,0.800179,3.163869
2009,65.098601,40.791232,2.675231,17.958902,0.603785,3.069451
2010,65.848437,40.450167,2.445525,18.166210,0.594311,4.192225
2011,61.154775,36.901927,2.319690,17.779508,0.688428,3.465223
2012,61.103101,36.992750,2.516402,18.108061,0.594270,2.891619
2013,60.999175,35.857723,2.458566,18.781121,0.764641,3.137124
2014,60.887426,35.189388,2.870876,18.923213,0.949686,2.954263
2015,63.286595,36.854660,3.052381,19.344652,1.025825,3.009077
2016,65.296263,38.396013,3.265873,19.911953,1.019295,2.703130
2017,65.846398,37.075389,3.275401,20.502839,0.988076,4.004694
2018,64.500449,36.805528,3.024905,20.728185,0.943377,2.998455
2019,62.602784,35.219259,2.969705,20.600646,0.908392,2.904784
2020,60.768159,33.123385,2.659356,20.878096,0.888915,3.218407
2021,63.012026,34.977258,3.061601,21.266641,0.834588,2.871937
2022,61.374843,34.309323,2.842544,20.873826,0.880179,2.468971
2023,57.851834,31.451139,2.649007,19.933685,0.853040,2.964963
2024,56.339582,30.987007,2.369928,19.640937,0.827598,2.514111
