"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,30.949193,11.216007,4.076626,5.143221,10.513339,0,,
1991,31.999490,11.676913,4.364417,5.322784,10.635376,0,,
1992,31.877847,12.338102,4.042359,5.750699,9.746688,0,,
1993,32.038022,12.354406,4.249484,5.725039,9.709093,0,,
1994,33.011335,12.691721,4.515115,5.973889,9.830610,0,,
1995,33.904936,13.376336,4.537305,6.264116,9.727178,0,,
1996,35.480818,14.096080,4.381800,7.306287,9.696651,0,,
1997,36.577848,14.753528,4.731387,7.679938,9.412995,0,,
1998,38.785057,15.134320,4.710644,9.019930,9.920163,0,,
1999,40.173061,15.792726,4.891321,9.739629,9.749385,0,,
2000,42.502457,16.109096,5.674448,10.779065,9.939848,0,,
2001,44.527213,17.326331,5.644596,11.302082,10.254204,0,,
2002,43.372756,16.410693,5.311639,11.495627,10.154796,0,,
2003,43.325078,15.715358,5.426745,11.698307,10.484668,0,,
2004,43.768120,15.326066,5.489136,12.416765,10.536152,0,,
2005,45.597133,15.818049,5.611149,13.126068,11.041867,0,,
2006,45.102011,15.065199,5.408428,13.806785,10.821599,0,,
2007,45.006842,14.570702,5.484995,14.395602,10.555543,0,,
2008,45.113858,14.691394,5.323903,13.666755,11.431806,0,,
2009,40.656588,13.103045,4.288988,12.447810,10.816745,0,,
2010,40.323675,13.363792,4.242734,11.533578,11.183572,0,,
2011,36.788457,11.967757,3.817888,11.225579,9.777233,0,,
2012,36.880666,12.810007,3.896983,10.838408,9.335267,0,,
2013,35.743430,11.449200,4.116444,11.063117,9.114670,0,,
2014,35.066992,11.244354,4.182673,11.346028,8.293937,0,,
2015,36.733345,11.853550,4.293255,11.839313,8.747227,0,,
2016,38.270318,12.575059,4.375924,12.350309,8.969026,0,,
2017,36.935955,11.762707,4.595752,12.201876,8.375620,0,,
2018,36.665619,10.442012,4.797274,12.396296,9.030037,0,,
2019,35.082919,9.197699,4.721753,12.423798,8.739669,0,,
2020,32.992308,8.551785,4.727108,10.484278,9.229137,0,,
2021,34.855957,10.085641,4.749058,11.194295,8.826963,0,,
2022,34.187875,9.902875,4.491377,11.884953,7.908669,0,,
2023,31.327147,7.760104,4.280761,11.932665,7.353616,0,,
2024,30.854843,7.061483,4.278122,11.782610,7.732627,0,,
