"Year","Coal","Oil","Gas","Cement"
1950,8.522918,0.985245,0,0.217975
1951,8.929168,1.366672,0,0.210788
1952,8.302624,1.088208,0,0.228960
1953,7.954544,1.348352,0,0.232594
1954,7.253979,1.543166,0,0.294496
1955,8.434528,2.949520,0,0.330720
1956,7.073892,3.496629,0,0.352644
1957,6.888320,2.572128,0,0.258034
1958,5.950336,2.748000,0,0.258034
1959,8.793600,3.209664,0,0.308914
1960,7.592982,3.208612,0,0.366942
1961,8.306288,3.751936,0,0.294377
1962,8.229344,4.503056,0,0.374331
1963,7.873936,5.177232,0,0.396137
1964,7.881264,5.855072,0,0.479726
1965,6.661152,6.536576,0,0.519703
1966,7.417800,7.128414,0,0.548644
1967,7.643104,8.112096,0,0.639634
1968,8.865040,8.267685,0,0.668846
1969,8.405216,9.460448,0,0.628731
1970,8.148736,10.819792,0,0.425211
1971,8.222016,13.509168,0,0.744997
1972,7.712720,13.589776,0,0.733922
1973,7.093504,14.963776,0,0.789076
1974,7.445248,15.073696,0,0.774331
1975,6.782064,14.476464,0,0.789190
1976,6.932288,14.564400,0,0.796674
1977,7.412272,15.348496,0,0.807952
1978,6.151856,16.480672,0.018320,0.928792
1979,7.710088,17.571233,1.055373,1.066043
1980,7.407573,16.210936,1.685205,0.967834
1981,7.914240,14.568064,2.568464,1.010741
1982,8.353920,12.593168,3.792240,0.826939
1983,9.218624,11.666176,4.063376,0.780505
1984,8.745968,11.768768,4.308864,0.725850
1985,10.145616,11.376720,4.455424,0.772044
1986,11.145888,13.549472,3.110736,0.744206
1987,14.216320,12.153488,3.081424,0.775104
1988,14.514888,10.740504,3.723081,0.905165
1989,14.553408,10.431408,4.198944,0.877339
1990,14.658914,12.400593,4.414026,0.884000
1991,14.367054,13.453917,4.546653,0.782000
1992,13.765116,14.025873,4.516569,0.753000
1993,13.195587,13.992424,5.220705,0.729000
1994,12.556833,15.779009,5.151802,0.859000
1995,12.668263,16.078831,5.527482,0.879000
1996,13.073998,16.534711,6.178322,0.983000
1997,12.210017,18.194808,6.591682,1.145000
1998,11.892729,20.501140,6.720842,1.059000
1999,10.289113,23.186251,7.189719,1.166000
2000,11.107352,23.657985,8.208976,1.700904
2001,11.659160,24.844298,8.601443,1.851190
2002,11.314750,23.796757,8.632557,1.859797
2003,10.842907,23.272329,8.839606,2.126951
2004,10.206641,24.455898,8.756291,2.295081
2005,11.160146,25.773045,8.399934,2.357055
2006,10.020683,25.353513,9.428956,2.347851
2007,9.670674,24.821125,10.207724,2.374056
2008,9.643891,24.379556,10.771399,2.106733
2009,8.604719,21.412245,10.381640,1.326776
2010,8.426884,20.272439,11.365219,1.105109
2011,8.310955,18.365150,9.850020,0.966273
2012,9.621590,17.458012,9.523164,1.177022
2013,8.738544,17.656224,9.066713,1.111746
2014,8.647303,17.365381,8.795911,1.461122
2015,9.351409,18.244335,8.888332,1.652014
2016,9.205348,18.847612,9.910554,1.793524
2017,7.869822,18.676721,10.151741,1.839605
2018,6.354173,19.500652,10.598732,1.916043
2019,4.543128,19.541336,10.836872,1.892599
2020,3.757464,18.106663,10.953088,1.769640
2021,4.929063,19.324544,10.435884,2.102809
2022,4.036380,19.237046,10.745410,1.956535
2023,2.758014,19.014458,9.967766,1.956535
