"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.007900,0.014800,0.036000,0.000500
1962,0.006700,0.019900,0.028600,0.002700
1963,0.004700,0.025700,0.025600,0.001900
1964,0.004700,0.028500,0.032600,0.010700
1965,0.004400,0.034200,0.028200,0.004800
1966,0.003500,0.034878,0.016800,0.004800
1967,0.002300,0.031341,0.029000,0.004800
1968,0.002600,0.036763,0.043400,0.004800
1969,0.001800,0.031089,0.045000,0.004800
1970,0.001400,0.053931,0.050200,0.004800
1971,0.002200,0.071089,0.065400,0.004800
1972,0.001300,0.062874,0.070200,0.004800
1973,0.001100,0.055510,0.087000,0.001400
1974,0.003300,0.046641,0.157600,0.000400
1975,0.007100,0.037072,0.054000,0.000500
1976,0.014600,0.053389,0.046000,0.050400
1977,0.015300,0.060000,0.053800,0.079400
1978,0.014400,0.047800,0.059600,0.096600
1979,0.017300,0.009900,0.044600,0.094300
1980,0.021400,0.005600,0.044400,0.140200
1981,0.043700,0.004300,0.047600,0.281000
1982,0.073900,0.012700,0.024200,0.402000
1983,0.083200,0.013900,0.027600,0.194500
1984,0.093000,0.015200,0.028600,0.155300
1985,0.101100,0.019600,0.018800,0.176300
1986,0.071141,0.033126,0.044258,0.148668
1987,0.088035,0.038654,0.041338,0.153069
1988,0.126000,0.172063,0.066074,0.271846
1989,0.116100,0.160818,0.065880,0.262964
1990,0.122600,0.122284,0.069622,0.037840
1991,0.152000,0.166000,0.052000,0.277452
1992,0.241614,0.170910,0.087090,0.328608
1993,0.250000,0.149800,0.063200,0.188855
1994,0.248000,0.150700,0.095200,0.124200
1995,0.255000,0.183000,0.101600,0.304000
1996,0.269000,0.312000,0.134000,0.250000
1997,0.282000,0.367000,0.118000,0.260000
1998,0.128000,0.541000,0.125160,0.092000
1999,0.234000,0.516000,0.134000,0.176000
2000,0.174000,0.580000,0.121400,0.042000
2001,0.191480,0.505160,0.109100,0.051500
2002,0.331335,0.600910,0.106406,0.129005
2003,0.510781,0.655421,0.107970,0.341645
2004,0.411224,0.615575,0.075742,0.255260
2005,0.447078,0.769365,0.085720,0.337917
2006,0.392590,0.826470,0.142920,0.308890
2007,0.381000,0.757000,0.174356,0.308006
2008,0.389201,0.613661,0.086434,0.262150
2009,0.563644,0.579728,0.052396,0.285314
2010,0.620617,0.659602,0.044496,0.349980
2011,0.619495,0.615711,0.055354,0.311132
2012,0.534116,0.630076,0.061782,0.201880
2013,0.601667,0.665001,0.076414,0.357653
2014,0.718135,0.662014,0.078990,0.332771
2015,0.700791,0.609157,0.077960,0.306314
2016,0.805704,0.640005,0.112004,0.378371
2017,0.875018,0.729222,0.072584,0.033890
2018,0.832305,0.710325,0.052812,0.050848
2019,0.832305,0.710325,0.052812,0.050848
2020,0.662900,0.686910,0.056000,0.406600
2021,0.662711,0.799321,0.044536,0.444002
2022,0.642904,0.710007,0.036448,0.484771
2023,0.642904,0.712083,0.036448,0.484771
