"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.021700,0.010500,0.014800
1962,,,,0.031400,0.011900,0.019900
1963,,,,0.037900,0.015900,0.025700
1964,,,,0.048800,0.017200,0.028500
1965,,,,0.063400,0.018200,0.034200
1966,,,,0.065200,0.025500,0.034878
1967,,,,0.063600,0.031900,0.031341
1968,,,,0.069200,0.034500,0.036763
1969,,,,0.068800,0.038800,0.031089
1970,,,,0.116700,0.039342,0.053931
1971,,,,0.151000,0.037858,0.071089
1972,,,,0.153400,0.042264,0.062874
1973,,,,0.153000,0.057048,0.055510
1974,,,,0.165700,0.050685,0.046641
1975,,,,0.121000,0.051501,0.037072
1976,,,,0.119000,0.064712,0.053389
1977,,,,0.119000,0.074800,0.060000
1978,,,,0.118000,0.083300,0.047800
1979,,,,0.071000,0.127300,0.009900
1980,,,,0.087000,0.107600,0.005600
1981,,,,0.052000,0.150900,0.004300
1982,,,,0.060000,0.121300,0.012700
1983,,,,0.048000,0.114500,0.013900
1984,,,,0.120000,0.147800,0.015200
1985,,,,0.174000,0.145800,0.019600
1986,,,,0.211000,0.089261,0.033126
1987,,,,0.236000,0.093144,0.038654
1988,,,,0.236000,0.109137,0.172063
1989,,,,0.240000,0.128048,0.160818
1990,0.240000,0.118160,0.123981,0.240000,0.115260,0.122284
1991,0.240000,0.141196,0.167300,0.240000,0.138496,0.166000
1992,0.246000,0.140232,0.171775,0.246000,0.137527,0.170910
1993,0.247000,0.121300,0.150200,0.247000,0.118100,0.149800
1994,0.265000,0.136600,0.150700,0.265000,0.132100,0.150700
1995,0.336000,0.166000,0.183000,0.336000,0.160000,0.183000
1996,0.434000,0.075000,0.212000,0.434000,0.071000,0.312000
1997,0.540000,0.181000,0.280000,0.540000,0.172000,0.367000
1998,0.660000,0.238000,0.541000,0.660000,0.229000,0.541000
1999,0.759000,0.269400,0.516000,0.759000,0.264400,0.516000
2000,0.745000,0.284000,0.580000,0.745000,0.280000,0.580000
2001,0.734000,0.267280,0.506040,0.734000,0.263720,0.505160
2002,0.700000,0.263666,0.601962,0.700000,0.252136,0.600910
2003,0.833000,0.228377,0.655604,0.833000,0.223464,0.655421
2004,0.841093,0.263565,0.615734,0.841093,0.256601,0.615575
2005,0.875000,0.328372,0.769423,0.875000,0.319123,0.769365
2006,0.978000,0.382450,0.827330,0.978000,0.371440,0.826470
2007,0.966000,0.358000,0.757280,0.965000,0.341000,0.757000
2008,0.829000,0.263343,0.613879,0.829000,0.254828,0.613661
2009,0.713000,0.181066,0.580038,0.713000,0.172469,0.579728
2010,0.801000,0.165881,0.659720,0.801000,0.158965,0.659602
2011,0.737626,0.194835,0.615791,0.737626,0.190454,0.615711
2012,0.716034,0.203504,0.630447,0.716034,0.200169,0.630076
2013,0.716030,0.193853,0.665022,0.739456,0.191070,0.665001
2014,0.773300,0.234998,0.662101,0.773421,0.233944,0.662014
2015,0.769000,0.239737,0.609635,0.769000,0.236180,0.609157
2016,0.774000,0.241958,0.627952,0.774000,0.231448,0.640005
2017,0.836000,0.273000,0.710000,0.835999,0.288743,0.729222
2018,0.808000,0.275000,0.691000,0.808000,0.285933,0.710325
2019,0.840244,0.285974,0.718575,0.808000,0.290529,0.710325
2020,0.820013,0.279088,0.701273,0.808000,0.322000,0.686910
2021,0.913162,0.310792,0.780935,0.808000,0.337639,0.799321
2022,0.882183,0.300248,0.754441,0.808000,0.294139,0.710007
2023,0.895249,0.304695,0.765615,0.808000,0.300494,0.712083
